year	CO2_ppm
2346	351.88542
2347	351.72039
2348	351.5476
2349	351.36717
2350	351.18007
2351	350.98144
2352	350.77437
2353	350.57364
2354	350.38645
2355	350.21326
2356	350.05186
2357	349.89473
2358	349.73338
2359	349.56425
2360	349.38748
2361	349.20408
2362	349.00921
2363	348.80602
2364	348.60917
2365	348.42581
2366	348.25637
2367	348.09859
2368	347.94498
2369	347.78711
2370	347.62145
2371	347.44817
2372	347.26827
2373	347.07699
2374	346.87749
2375	346.68435
2376	346.50464
2377	346.33875
2378	346.18441
2379	346.03416
2380	345.8796
2381	345.71725
2382	345.54729
2383	345.37072
2384	345.18286
2385	344.98687
2386	344.79727
2387	344.62105
2388	344.45856
2389	344.3075
2390	344.16044
2391	344.00903
2392	343.84983
2393	343.68304
2394	343.50965
2395	343.32505
2396	343.13243
2397	342.9462
2398	342.77331
2399	342.61407
2400	342.46614
2401	342.32213
2402	342.17373
2403	342.01754
2404	341.85376
2405	341.68342
2406	341.50194
2407	341.31253
2408	341.12955
2409	340.95985
2410	340.80371
2411	340.65878
2412	340.51768
2413	340.37215
2414	340.21884
2415	340.05795
2416	339.89052
2417	339.71203
2418	339.52571
2419	339.34583
2420	339.17919
2421	339.02602
2422	338.88397
2423	338.74565
2424	338.60288
2425	338.45232
2426	338.2942
2427	338.12955
2428	337.95392
2429	337.77057
2430	337.59367
2431	337.42997
2432	337.27966
2433	337.14036
2434	337.00472
2435	336.86458
2436	336.71666
2437	336.5612
2438	336.39922
2439	336.22635
2440	336.04585
2441	335.87182
2442	335.71094
2443	335.56338
2444	335.42672
2445	335.29364
2446	335.15604
2447	335.01065
2448	334.85773
2449	334.69833
2450	334.52811
2451	334.35035
2452	334.17908
2453	334.02092
2454	333.876
2455	333.74189
2456	333.61127
2457	333.4761
2458	333.33315
2459	333.18269
2460	333.02576
2461	332.85808
2462	332.68296
2463	332.51436
2464	332.35883
2465	332.21645
2466	332.08479
2467	331.95654
2468	331.82371
2469	331.68311
2470	331.535
2471	331.38045
2472	331.21523
2473	331.04267
2474	330.87664
2475	330.72364
2476	330.58372
2477	330.45441
2478	330.32845
2479	330.19788
2480	330.05953
2481	329.9137
2482	329.76144
2483	329.5986
2484	329.4285
2485	329.26495
2486	329.11439
2487	328.97684
2488	328.84981
2489	328.72606
2490	328.59766
2491	328.46149
2492	328.31785
2493	328.16781
2494	328.00726
2495	327.83954
2496	327.6784
2497	327.53021
2498	327.39495
2499	327.27012
2500	327.2098
