daily output file at cell level
-2007          5          8          0          0          0
-2007          5          9          0          0          0
-2007          5         10          0          0          0
-2007          5         11          0          0          0
-2007          5         12          0          0          0
-2007          5         13          0          0          0
-2007          5         14          0          0          0
-2007          5         15          0          0          0
-2007          5         16    7.08889 0.00619767    1.91565
-2007          5         17    8.80243 0.00769578    2.18194
-2007          5         18    10.6795  0.0093369    2.42007
-2007          5         19    12.0836  0.0105644    2.62556
-2007          5         20    12.0775  0.0105591    2.79154
-2007          5         21    11.9034  0.0104069    2.91369
-2007          5         22    8.84367 0.00773183    2.93512
-2007          5         23    9.32041 0.00814864    2.95024
-2007          5         24    7.58827 0.00663426    2.96551
-2007          5         25     7.1118  0.0062177    2.97746
-2007          5         26    11.1943 0.00978697    2.98829
-2007          5         27    13.3695  0.0116887    3.00468
-2007          5         28    15.9313  0.0139284    3.02325
-2007          5         29    15.2048  0.0132933    3.04408
-2007          5         30    16.2644  0.0142197    3.06274
-2007          5         31    15.9032  0.0139039    3.08153
-2007          6          1    14.0754  0.0123058    3.23699
-2007          6          2    14.3932  0.0125837    3.25534
-2007          6          3    14.4957  0.0126733    3.25535
-2007          6          4    11.8706  0.0103782    3.25534
-2007          6          5    11.3941 0.00996166    3.25534
-2007          6          6    12.8645  0.0112471    3.25535
-2007          6          7    12.8441  0.0112293    3.25534
-2007          6          8    12.4164  0.0108554    3.25534
-2007          6          9     10.485 0.00916684    3.25534
-2007          6         10    10.2776  0.0089855    3.25534
-2007          6         11    10.7575 0.00940508    3.25534
-2007          6         12    11.5199  0.0100716    3.25534
-2007          6         13    10.6787 0.00933613    3.25534
-2007          6         14    8.66754 0.00757785    3.25534
-2007          6         15    11.3461 0.00991963    3.25534
-2007          6         16    10.3191 0.00902179    3.25534
-2007          6         17    11.3145   0.009892    3.25534
-2007          6         18    8.81085 0.00770314    3.25534
-2007          6         19    6.16437 0.00538938    3.25534
-2007          6         20    3.11942 0.00272724    3.25534
-2007          6         21    7.80432 0.00682315    3.25534
-2007          6         22    6.24945 0.00546376    3.25534
-2007          6         23    8.89039 0.00777268    3.25534
-2007          6         24    8.60749 0.00752535    3.25534
-2007          6         25    3.25624 0.00284686    3.25534
-2007          6         26    9.48762 0.00829483    3.25534
-2007          6         27    12.6552  0.0110642    3.25534
-2007          6         28    11.9119  0.0104143    3.25534
-2007          6         29    11.6721  0.0102047    3.25534
-2007          6         30    9.21699 0.00805822    3.25534
-2007          7          1    6.14337 0.00537102    2.97068
-2007          7          2    7.00241 0.00612206    2.97069
-2007          7          3    7.65477  0.0066924    2.97069
-2007          7          4     8.6445  0.0075577    2.97069
-2007          7          5    8.46258 0.00739865    2.97069
-2007          7          6    7.75747  0.0067822    2.97069
-2007          7          7    6.95134 0.00607741    2.97068
-2007          7          8    6.47519 0.00566112    2.97068
-2007          7          9    6.10941 0.00534133    2.97068
-2007          7         10    7.23171 0.00632253    2.97068
-2007          7         11    9.45255 0.00826416    2.97069
-2007          7         12    8.38114 0.00732745    2.97069
-2007          7         13     6.9076 0.00603917    2.97068
-2007          7         14    4.45592 0.00389572    2.97068
-2007          7         15    1.70312   0.001489    2.97068
-2007          7         16    1.97455 0.00172631    2.97068
-2007          7         17    1.94885 0.00170383    2.97068
-2007          7         18   0.668987 0.000584881    2.97068
-2007          7         19   0.779286 0.000681313    2.97068
-2007          7         20    2.01693 0.00176336    2.97068
-2007          7         21    2.75351 0.00240733    2.97068
-2007          7         22    4.11339 0.00359625    2.97068
-2007          7         23    1.60673 0.00140473    2.97068
-2007          7         24    2.95542 0.00258386    2.97068
-2007          7         25    3.72924 0.00326039    2.97068
-2007          7         26    3.21207 0.00280825    2.97068
-2007          7         27    2.81445 0.00246062    2.97068
-2007          7         28    2.25709 0.00197332    2.97068
-2007          7         29    2.41558 0.00211189    2.97068
-2007          7         30    4.17354 0.00364883    2.97068
-2007          7         31    7.36702 0.00644083    2.97068
-2007          8          1    7.07074 0.00618179    2.70564
-2007          8          2    5.14174 0.00449531    2.70564
-2007          8          3    7.55306 0.00660348    2.70565
-2007          8          4    8.53824 0.00746481    2.70565
-2007          8          5    9.26768 0.00810253    2.70565
-2007          8          6    7.06601 0.00617766    2.70565
-2007          8          7    6.64895 0.00581303    2.70565
-2007          8          8    7.99694 0.00699156    2.70565
-2007          8          9    9.56205 0.00835989    2.70565
-2007          8         10    12.1813  0.0106498    2.73396
-2007          8         11    11.4307 0.00999364    2.73396
-2007          8         12    9.09367  0.0079504    2.72527
-2007          8         13    8.27124 0.00723137    2.70565
-2007          8         14    6.15277 0.00537924    2.70565
-2007          8         15    5.00119 0.00437243    2.70565
-2007          8         16      5.079 0.00444047    2.70565
-2007          8         17    6.19386 0.00541516    2.70565
-2007          8         18    7.30096 0.00638308    2.70565
-2007          8         19    7.77209 0.00679498    2.70565
-2007          8         20    8.94544 0.00782081    2.70565
-2007          8         21     9.5187   0.008322    2.70565
-2007          8         22    7.00551 0.00612477    2.70565
-2007          8         23    8.16337 0.00713706    2.71336
-2007          8         24     9.1186 0.00797219    2.70565
-2007          8         25   0.932869 0.000815587    2.70564
-2007          8         26   0.577958 0.000505296    2.70564
-2007          8         27    1.43283 0.00125269    2.70565
-2007          8         28    2.98057 0.00260585    2.70565
-2007          8         29    3.62864 0.00317245    2.70565
-2007          8         30    3.85917 0.00337399     2.7072
-2007          8         31    8.32753 0.00728059    2.70565
-2007          9          1    7.97994 0.00697669    2.09823
-2007          9          2    6.41234 0.00560617    2.09823
-2007          9          3    6.29105 0.00550013    2.09823
-2007          9          4    8.45151 0.00738898    2.09823
-2007          9          5    9.06975 0.00792949    2.09824
-2007          9          6    9.31131 0.00814068    2.11006
-2007          9          7    8.52538 0.00745356    2.09824
-2007          9          8    7.40963 0.00647808    2.09823
-2007          9          9    8.07086 0.00705618    2.09824
-2007          9         10    9.48936 0.00829634    2.15093
-2007          9         11    8.72407 0.00762727    2.13059
-2007          9         12    7.79112 0.00681161    2.11916
-2007          9         13    7.48487 0.00654386    2.10719
-2007          9         14    7.69732  0.0067296    2.09824
-2007          9         15     6.5521 0.00572836    2.09824
-2007          9         16    7.18456  0.0062813    2.09824
-2007          9         17      6.768 0.00591712    2.09824
-2007          9         18    6.91595 0.00604647    2.10304
-2007          9         19    7.73239 0.00676027    2.09824
-2007          9         20    8.93728 0.00781367    2.09824
-2007          9         21    8.60916 0.00752681    2.09824
-2007          9         22     8.0655  0.0070515    2.09824
-2007          9         23    7.30179  0.0063838    2.09824
-2007          9         24    7.67688 0.00671174    2.09824
-2007          9         25    7.02122 0.00613851    2.09824
-2007          9         26     8.5304 0.00745795    2.10185
-2007          9         27     9.9361 0.00868692    2.15619
-2007          9         28    10.0287 0.00876791    2.13786
-2007          9         29    9.90732 0.00866176    2.11815
-2007          9         30    8.85008 0.00773744    2.09691
-2007         10          1     5.8878 0.00514758     1.4923
-2007         10          2    5.23652 0.00457818    1.47177
-2007         10          3    5.07149 0.00443389    1.44935
-2007         10          4    4.54391 0.00397265     1.4248
-2007         10          5    4.41774 0.00386233    1.39787
-2007         10          6    5.68345 0.00496892    1.36964
-2007         10          7    5.96248 0.00521287    1.33836
-2007         10          8    5.50787 0.00481541    1.30208
-2007         10          9    5.33747 0.00466644    1.26182
-2007         10         10    4.99059 0.00436317    1.22041
-2007         10         11    4.56722 0.00399302    1.16961
-2007         10         12    4.28555 0.00374676    1.11231
-2007         10         13    3.86397 0.00337818    1.04684
-2007         10         14    3.41981 0.00298986    0.97138
-2007         10         15    2.99605 0.00261939   0.883443
-2007         10         16    2.50501 0.00219008   0.779611
-2007         10         17    1.98248 0.00173324   0.654996
-2007         10         18    1.49275 0.00130508   0.520978
-2007         10         19          0          0          0
-2007         10         20          0          0          0
-2007         10         21          0          0          0
-2007         10         22          0          0          0
-2007         10         23          0          0          0
-2007         10         24          0          0          0
-2007         10         25          0          0          0
-2007         10         26          0          0          0
-2007         10         27          0          0          0
-2007         10         28          0          0          0
-2007         10         29          0          0          0
-2007         10         30          0          0          0
-2007         10         31          0          0          0
-2007         11          1          0          0          0
-2007         11          2          0          0          0
-2007         11          3          0          0          0
-2007         11          4          0          0          0
-2007         11          5          0          0          0
-2007         11          6          0          0          0
-2007         11          7          0          0          0
-2007         11          8          0          0          0
-2007         11          9          0          0          0
-2007         11         10          0          0          0
-2007         11         11          0          0          0
-2007         11         12          0          0          0
-2007         11         13          0          0          0
-2007         11         14          0          0          0
-2007         11         15          0          0          0
-2007         11         16          0          0          0
-2007         11         17          0          0          0
-2007         11         18          0          0          0
-2007         11         19          0          0          0
-2007         11         20          0          0          0
-2007         11         21          0          0          0
-2007         11         22          0          0          0
-2007         11         23          0          0          0
-2007         11         24          0          0          0
-2007         11         25          0          0          0
-2007         11         26          0          0          0
-2007         11         27          0          0          0
-2007         11         28          0          0          0
-2007         11         29          0          0          0
-2007         11         30          0          0          0
-2007         12          1          0          0          0
-2007         12          2          0          0          0
-2007         12          3          0          0          0
-2007         12          4          0          0          0
-2007         12          5          0          0          0
-2007         12          6          0          0          0
-2007         12          7          0          0          0
-2007         12          8          0          0          0
-2007         12          9          0          0          0
-2007         12         10          0          0          0
-2007         12         11          0          0          0
-2007         12         12          0          0          0
-2007         12         13          0          0          0
-2007         12         14          0          0          0
-2007         12         15          0          0          0
-2007         12         16          0          0          0
-2007         12         17          0          0          0
-2007         12         18          0          0          0
-2007         12         19          0          0          0
-2007         12         20          0          0          0
-2007         12         21          0          0          0
-2007         12         22          0          0          0
-2007         12         23          0          0          0
-2007         12         24          0          0          0
-2007         12         25          0          0          0
-2007         12         26          0          0          0
-2007         12         27          0          0          0
-2007         12         28          0          0          0
-2007         12         29          0          0          0
-2007         12         30          0          0          0
-2007         12         31          0          0          0

-YEAR      MONTH        DAY        GPP        NPP         ET

-2008          1          1          0          0          0
-2008          1          2          0          0          0
-2008          1          3          0          0          0
-2008          1          4          0          0          0
-2008          1          5          0          0          0
-2008          1          6          0          0          0
-2008          1          7          0          0          0
-2008          1          8          0          0          0
-2008          1          9          0          0          0
-2008          1         10          0          0          0
-2008          1         11          0          0          0
-2008          1         12          0          0          0
-2008          1         13          0          0          0
-2008          1         14          0          0          0
-2008          1         15          0          0          0
-2008          1         16          0          0          0
-2008          1         17          0          0          0
-2008          1         18          0          0          0
-2008          1         19          0          0          0
-2008          1         20          0          0          0
-2008          1         21          0          0          0
-2008          1         22          0          0          0
-2008          1         23          0          0          0
-2008          1         24          0          0          0
-2008          1         25          0          0          0
-2008          1         26          0          0          0
-2008          1         27          0          0          0
-2008          1         28          0          0          0
-2008          1         29          0          0          0
-2008          1         30          0          0          0
-2008          1         31          0          0          0
-2008          2          1          0          0          0
-2008          2          2          0          0          0
-2008          2          3          0          0          0
-2008          2          4          0          0          0
-2008          2          5          0          0          0
-2008          2          6          0          0          0
-2008          2          7          0          0          0
-2008          2          8          0          0          0
-2008          2          9          0          0          0
-2008          2         10          0          0          0
-2008          2         11          0          0          0
-2008          2         12          0          0          0
-2008          2         13          0          0          0
-2008          2         14          0          0          0
-2008          2         15          0          0          0
-2008          2         16          0          0          0
-2008          2         17          0          0          0
-2008          2         18          0          0          0
-2008          2         19          0          0          0
-2008          2         20          0          0          0
-2008          2         21          0          0          0
-2008          2         22          0          0          0
-2008          2         23          0          0          0
-2008          2         24          0          0          0
-2008          2         25          0          0          0
-2008          2         26          0          0          0
-2008          2         27          0          0          0
-2008          2         28          0          0          0
-2008          3          1          0          0          0
-2008          3          2          0          0          0
-2008          3          3          0          0          0
-2008          3          4          0          0          0
-2008          3          5          0          0          0
-2008          3          6          0          0          0
-2008          3          7          0          0          0
-2008          3          8          0          0          0
-2008          3          9          0          0          0
-2008          3         10          0          0          0
-2008          3         11          0          0          0
-2008          3         12          0          0          0
-2008          3         13          0          0          0
-2008          3         14          0          0          0
-2008          3         15          0          0          0
-2008          3         16          0          0          0
-2008          3         17          0          0          0
-2008          3         18          0          0          0
-2008          3         19          0          0          0
-2008          3         20          0          0          0
-2008          3         21          0          0          0
-2008          3         22          0          0          0
-2008          3         23          0          0          0
-2008          3         24          0          0          0
-2008          3         25          0          0          0
-2008          3         26          0          0          0
-2008          3         27          0          0          0
-2008          3         28          0          0          0
-2008          3         29          0          0          0
-2008          3         30          0          0          0
-2008          3         31          0          0          0
-2008          4          1          0          0          0
-2008          4          2          0          0          0
-2008          4          3          0          0          0
-2008          4          4          0          0          0
-2008          4          5          0          0          0
-2008          4          6          0          0          0
-2008          4          7          0          0          0
-2008          4          8          0          0          0
-2008          4          9          0          0          0
-2008          4         10          0          0          0
-2008          4         11          0          0          0
-2008          4         12          0          0          0
-2008          4         13          0          0          0
-2008          4         14          0          0          0
-2008          4         15          0          0          0
-2008          4         16          0          0          0
-2008          4         17          0          0          0
-2008          4         18          0          0          0
-2008          4         19          0          0          0
-2008          4         20          0          0          0
-2008          4         21          0          0          0
-2008          4         22          0          0          0
-2008          4         23          0          0          0
-2008          4         24          0          0          0
-2008          4         25          0          0          0
-2008          4         26          0          0          0
-2008          4         27          0          0          0
-2008          4         28          0          0          0
-2008          4         29          0          0          0
-2008          4         30          0          0          0
-2008          5          1          0          0          0
-2008          5          2          0          0          0
-2008          5          3          0          0          0
-2008          5          4          0          0          0
-2008          5          5          0          0          0
-2008          5          6          0          0          0
-2008          5          7          0          0          0
-2008          5          8          0          0          0
-2008          5          9          0          0          0
-2008          5         10          0          0          0
-2008          5         11          0          0          0
-2008          5         12          0          0          0
-2008          5         13          0          0          0
-2008          5         14          0          0          0
-2008          5         15    10.4234 0.00908252    2.43045
-2008          5         16    12.0978  0.0105416    2.62516
-2008          5         17    13.5219  0.0117824    2.78835
-2008          5         18    14.8551  0.0129441    2.92134
-2008          5         19    14.7014  0.0128102    2.94674
-2008          5         20    13.2993  0.0115885    2.97021
-2008          5         21    12.2671   0.010689    2.99015
-2008          5         22    9.08273 0.00791433    3.00755
-2008          5         23    9.54963 0.00832117    3.01986
-2008          5         24    7.75653 0.00675873    3.03232
-2008          5         25    7.25625 0.00632281     3.0421
-2008          5         26    11.4031 0.00993618    3.05098
-2008          5         27    13.5858  0.0118381    3.06445
-2008          5         28    16.1456  0.0140686    3.07976
-2008          5         29    15.3641  0.0133877      3.097
-2008          5         30    16.3929  0.0142842    3.10214
-2008          5         31     15.989  0.0139322    3.10214
-2008          6          1    14.1199  0.0123035    3.24118
-2008          6          2    14.4128  0.0125587    3.24118
-2008          6          3    14.4908  0.0126267    3.24118
-2008          6          4    11.8478  0.0103237    3.24118
-2008          6          5    11.3586 0.00989743    3.24118
-2008          6          6    12.8105  0.0111625    3.24118
-2008          6          7    12.7756  0.0111321    3.24118
-2008          6          8     12.337    0.01075    3.24118
-2008          6          9    10.4079 0.00906907    3.24118
-2008          6         10    10.1943 0.00888288    3.24118
-2008          6         11    10.6404 0.00927163    3.24118
-2008          6         12    11.3628 0.00990111    3.24118
-2008          6         13    10.5034 0.00915226    3.24118
-2008          6         14    8.50426 0.00741027    3.24118
-2008          6         15    11.1111 0.00968176    3.24118
-2008          6         16    10.1054 0.00880545    3.24118
-2008          6         17    11.0801 0.00965479    3.24118
-2008          6         18    8.62837 0.00751842    3.24118
-2008          6         19     6.0367 0.00526014    3.24118
-2008          6         20    3.05481 0.00266184    3.24117
-2008          6         21    7.64268 0.00665953    3.24118
-2008          6         22    6.12002 0.00533274    3.24118
-2008          6         23    8.70627 0.00758629    3.24118
-2008          6         24    8.42922 0.00734489    3.24118
-2008          6         25     3.1888  0.0027786    3.24117
-2008          6         26    9.29113 0.00809592    3.24118
-2008          6         27    12.3931  0.0107989    3.24118
-2008          6         28    11.6652  0.0101646    3.24118
-2008          6         29    11.4304 0.00995997    3.24118
-2008          6         30     9.0261 0.00786498    3.24118
-2008          7          1    6.01613 0.00524222    2.95341
-2008          7          2    6.85739 0.00597525    2.95341
-2008          7          3    7.49623 0.00653192    2.95341
-2008          7          4    8.46546 0.00737647    2.95341
-2008          7          5    8.28731 0.00722123    2.95341
-2008          7          6    7.59681 0.00661956    2.95341
-2008          7          7    6.80737 0.00593167    2.95341
-2008          7          8    6.34108 0.00552537    2.95341
-2008          7          9    5.98288 0.00521324    2.95341
-2008          7         10    7.08193 0.00617091    2.95341
-2008          7         11    9.25678 0.00806599    2.95342
-2008          7         12    8.20756 0.00715174    2.95341
-2008          7         13    6.76454 0.00589435    2.95341
-2008          7         14    4.36364  0.0038023    2.95341
-2008          7         15    1.66784 0.00145329    2.95341
-2008          7         16    1.93366 0.00168491    2.95341
-2008          7         17    1.90848 0.00166298     2.9534
-2008          7         18   0.655132 0.000570856     2.9534
-2008          7         19   0.763146 0.000664975     2.9534
-2008          7         20    1.97516 0.00172107     2.9534
-2008          7         21    2.69648  0.0023496    2.95341
-2008          7         22     4.0282 0.00351002    2.95341
-2008          7         23    1.57346 0.00137105     2.9534
-2008          7         24    2.89421  0.0025219    2.95341
-2008          7         25      3.652 0.00318221    2.95341
-2008          7         26    3.14555 0.00274091    2.95341
-2008          7         27    2.75616 0.00240161     2.9534
-2008          7         28    2.21034   0.001926     2.9534
-2008          7         29    2.36555 0.00206125     2.9534
-2008          7         30     4.0871 0.00356133    2.95341
-2008          7         31    7.21444 0.00628638    2.95341
-2008          8          1     6.9243 0.00603356    2.69298
-2008          8          2    5.03525 0.00438752    2.69298
-2008          8          3    7.39663 0.00644513    2.69298
-2008          8          4    8.36141  0.0072858    2.69298
-2008          8          5    9.07574 0.00790823    2.69298
-2008          8          6    6.91967 0.00602952    2.69298
-2008          8          7    6.51124 0.00567364    2.69298
-2008          8          8    7.83132  0.0068239    2.69298
-2008          8          9    9.36401 0.00815942    2.69298
-2008          8         10     11.929  0.0103945    2.72166
-2008          8         11     11.194 0.00975399    2.72166
-2008          8         12    8.91099 0.00776468    2.71321
-2008          8         13    8.09993 0.00705796    2.69298
-2008          8         14    6.02535 0.00525025    2.69298
-2008          8         15    4.89761 0.00426758    2.69298
-2008          8         16    4.97381 0.00433398    2.69298
-2008          8         17    6.06558  0.0052853    2.69298
-2008          8         18    7.14975 0.00623001    2.69298
-2008          8         19    7.61113 0.00663203    2.69298
-2008          8         20    8.76017 0.00763326    2.69299
-2008          8         21    9.32156 0.00812244    2.69299
-2008          8         22    6.86042  0.0059779    2.69298
-2008          8         23     7.9943 0.00696591     2.7008
-2008          8         24    8.92974 0.00778102    2.69299
-2008          8         25   0.913548 0.00079603    2.69298
-2008          8         26   0.565988 0.000493179    2.69298
-2008          8         27    1.40315 0.00122265    2.69298
-2008          8         28    2.91884 0.00254336    2.69298
-2008          8         29    3.55349 0.00309637    2.69298
-2008          8         30    3.77924 0.00329308    2.69456
-2008          8         31    8.15506   0.007106    2.69299
-2008          9          1    7.81467 0.00680939    2.08841
-2008          9          2    6.27954 0.00547174    2.08841
-2008          9          3    6.16076 0.00536824    2.08841
-2008          9          4    8.27647 0.00721179    2.08841
-2008          9          5    8.88191 0.00773934    2.08842
-2008          9          6    9.11847 0.00794547    2.10039
-2008          9          7    8.34881 0.00727482    2.08842
-2008          9          8    7.25617 0.00632273    2.08841
-2008          9          9    7.90371 0.00688698    2.08841
-2008          9         10    9.29282  0.0080974     2.1418
-2008          9         11    8.54576 0.00744644     2.1213
-2008          9         12    7.63353 0.00665156    2.10983
-2008          9         13    7.33518 0.00639158    2.09781
-2008          9         14     7.5379 0.00656823    2.08842
-2008          9         15     6.4164   0.005591    2.08842
-2008          9         16    7.03576 0.00613068    2.08842
-2008          9         17    6.62783 0.00577523    2.08842
-2008          9         18    6.77272 0.00590148    2.09328
-2008          9         19    7.57225 0.00659816    2.08842
-2008          9         20    8.75312 0.00762712    2.08842
-2008          9         21    8.43277 0.00734798    2.08842
-2008          9         22     7.9013 0.00688488    2.08842
-2008          9         23     7.1542 0.00623388    2.08842
-2008          9         24    7.52297 0.00655521    2.08842
-2008          9         25    6.88173 0.00599647    2.08842
-2008          9         26    8.36267  0.0072869    2.09207
-2008          9         27    9.74302 0.00848968    2.15093
-2008          9         28    9.83645 0.00857109    2.13262
-2008          9         29    9.72027 0.00846986    2.11295
-2008          9         30    8.68592 0.00756857    2.09177
-2008         10          1    5.78145 0.00503772    1.48896
-2008         10          2    5.14457 0.00448277     1.4685
-2008         10          3    4.98532 0.00434401    1.44619
-2008         10          4    4.46966 0.00389468     1.4218
-2008         10          5    4.34882 0.00378939    1.39506
-2008         10          6    5.59962 0.00487929     1.3671
-2008         10          7    5.88039 0.00512394    1.33616
-2008         10          8    5.43838 0.00473879    1.30032
-2008         10          9    5.27745 0.00459856    1.26063
-2008         10         10     4.9426 0.00430679    1.21993
-2008         10         11    4.53242 0.00394937    1.17008
-2008         10         12     4.2636 0.00371513    1.11399
-2008         10         13    3.85654 0.00336043    1.05011
-2008         10         14    3.42772 0.00298678   0.976738
-2008         10         15    3.02061 0.00263204   0.891596
-2008         10         16    2.54735 0.00221966   0.791564
-2008         10         17    2.04415 0.00178119   0.672232
-2008         10         18    1.57976 0.00137654   0.546314
-2008         10         19          0          0          0
-2008         10         20          0          0          0
-2008         10         21          0          0          0
-2008         10         22          0          0          0
-2008         10         23          0          0          0
-2008         10         24          0          0          0
-2008         10         25          0          0          0
-2008         10         26          0          0          0
-2008         10         27          0          0          0
-2008         10         28          0          0          0
-2008         10         29          0          0          0
-2008         10         30          0          0          0
-2008         10         31          0          0          0
-2008         11          1          0          0          0
-2008         11          2          0          0          0
-2008         11          3          0          0          0
-2008         11          4          0          0          0
-2008         11          5          0          0          0
-2008         11          6          0          0          0
-2008         11          7          0          0          0
-2008         11          8          0          0          0
-2008         11          9          0          0          0
-2008         11         10          0          0          0
-2008         11         11          0          0          0
-2008         11         12          0          0          0
-2008         11         13          0          0          0
-2008         11         14          0          0          0
-2008         11         15          0          0          0
-2008         11         16          0          0          0
-2008         11         17          0          0          0
-2008         11         18          0          0          0
-2008         11         19          0          0          0
-2008         11         20          0          0          0
-2008         11         21          0          0          0
-2008         11         22          0          0          0
-2008         11         23          0          0          0
-2008         11         24          0          0          0
-2008         11         25          0          0          0
-2008         11         26          0          0          0
-2008         11         27          0          0          0
-2008         11         28          0          0          0
-2008         11         29          0          0          0
-2008         11         30          0          0          0
-2008         12          1          0          0          0
-2008         12          2          0          0          0
-2008         12          3          0          0          0
-2008         12          4          0          0          0
-2008         12          5          0          0          0
-2008         12          6          0          0          0
-2008         12          7          0          0          0
-2008         12          8          0          0          0
-2008         12          9          0          0          0
-2008         12         10          0          0          0
-2008         12         11          0          0          0
-2008         12         12          0          0          0
-2008         12         13          0          0          0
-2008         12         14          0          0          0
-2008         12         15          0          0          0
-2008         12         16          0          0          0
-2008         12         17          0          0          0
-2008         12         18          0          0          0
-2008         12         19          0          0          0
-2008         12         20          0          0          0
-2008         12         21          0          0          0
-2008         12         22          0          0          0
-2008         12         23          0          0          0
-2008         12         24          0          0          0
-2008         12         25          0          0          0
-2008         12         26          0          0          0
-2008         12         27          0          0          0
-2008         12         28          0          0          0
-2008         12         29          0          0          0
-2008         12         30          0          0          0
-2008         12         31          0          0          0
