daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR      MONTH        DAY     GPP(1)     GPP(0)  GPP (tot)     NPP(1)     NPP(0)   NPP(tot)      ET(1)      ET(0)     LAI(1)     LAI(0)
-2001          5          8          0          0          0          0          0          0          0          0          0          0
-2001          5          9          0          0          0          0          0          0          0          0          0          0
-2001          5         10          0          0          0          0          0          0          0          0          0          0
-2001          5         11          0          0          0          0          0          0          0          0          0          0
-2001          5         12          0          0          0          0          0          0          0          0          0          0
-2001          5         13          0          0          0          0          0          0          0          0          0          0
-2001          5         14          0          0          0          0          0          0          0          0          0          0
-2001          5         15          0          0          0          0          0          0          0          0          0          0
-2001          5         16          0          0          0          0          0          0          0          0          0          0
-2001          5         17          0          0          0          0          0          0          0          0          0          0
-2001          5         18          0          0          0          0          0          0          0          0          0          0
-2001          5         19          0          0          0          0          0          0          0          0          0          0
-2001          5         20          0          0          0          0          0          0          0          0          0          0
-2001          5         21          0          0          0          0          0          0          0          0          0          0
-2001          5         22          0          0          0          0          0          0          0          0          0          0
-2001          5         23          0          0          0          0          0          0          0          0          0          0
-2001          5         24          0          0          0          0          0          0          0          0          0          0
-2001          5         25          0          0          0          0          0          0          0          0          0          0
-2001          5         26          0          0          0          0          0          0          0          0          0          0
-2001          5         27          0          0          0          0          0          0          0          0          0          0
-2001          5         28          0          0          0          0          0          0          0          0          0          0
-2001          5         29          0          0          0          0          0          0          0          0          0          0
-2001          5         30          0          0          0          0          0          0          0          0          0          0
-2001          5         31          0          0          0          0          0          0          0          0          0          0
-2001          6          1          0          0          0          0          0          0          0          0          0          0
-2001          6          2          0          0          0          0          0          0          0          0          0          0
-2001          6          3          0          0          0          0          0          0          0          0          0          0
-2001          6          4          0          0          0          0          0          0          0          0          0          0
-2001          6          5          0          0          0          0          0          0          0          0          0          0
-2001          6          6          0          0          0          0          0          0          0          0          0          0
-2001          6          7    3.04509     1.4904    4.55568  0.0161579 0.00404049          0    1.26517   0.648234    3.63859    2.99876
-2001          6          8     7.9736    3.90262    11.9291  0.0423096  0.0105801          0      3.423    1.75258    3.63859    2.99876
-2001          6          9    6.63903    3.24943     9.9325  0.0352281 0.00880925          0    2.90815    1.48722    3.63859    2.99876
-2001          6         10    6.98822    3.42034    10.4549   0.037081 0.00927259          0    2.92697    1.49862    3.63859    2.99876
-2001          6         11    9.70045    4.74781    14.5126  0.0514726  0.0128714          0    4.08299     2.0912    3.63859    2.99876
-2001          6         12    7.43867    3.64081    11.1288  0.0394712 0.00987028          0    3.00122    1.53663    3.63859    2.99876
-2001          6         13    7.27298    3.55971    10.8809   0.038592 0.00965042          0    2.75527    1.41016    3.63859    2.99876
-2001          6         14    9.84897    4.82051    14.7348  0.0522607  0.0130685          0    3.95054      2.015    3.63859    2.99876
-2001          6         15    7.59896    3.71925    11.3686  0.0403217   0.010083          0    2.98993    1.52505    3.63859    2.99876
-2001          6         16    7.31492    3.58023    10.9437  0.0388145 0.00970607          0    2.57481    1.31997    3.63859    2.99876
-2001          6         17     4.6483    2.27508    6.95421  0.0246649 0.00616777          0    1.61459   0.829432    3.63859    2.99876
-2001          6         18    3.01222    1.47431    4.50651  0.0159835 0.00399688          0    1.22259   0.627491    3.63859    2.99876
-2001          6         19    9.98949    4.88928     14.945  0.0530063  0.0132549          0    4.15293    2.12163    3.63859    2.99876
-2001          6         20    9.84598    4.81904    14.7303  0.0522448  0.0130645          0    3.91295    1.99466    3.63859    2.99876
-2001          6         21    9.17627    4.49126    13.7284  0.0486912  0.0121759          0    3.73281    1.90886    3.63859    2.99876
-2001          6         22    6.27834    3.07289    9.39287  0.0333142 0.00833064          0     2.4989    1.27975    3.63859    2.99876
-2001          6         23    9.09587    4.45191    13.6081  0.0482646  0.0120692          0    3.47998    1.77825    3.63859    2.99876
-2001          6         24    7.52329    3.68222    11.2554  0.0399202 0.00998256          0    3.08531    1.56894    3.63859    2.99876
-2001          6         25    10.1525    4.96905    15.1889  0.0538711  0.0134712          0    4.36168    2.21453    3.63859    2.99876
-2001          6         26    9.04957    4.42925    13.5388  0.0480189  0.0120078          0     4.1316    2.09253    3.63859    2.99876
-2001          6         27    4.60913    2.25591    6.89561   0.024457  0.0061158          0    1.58022   0.808131    3.63859    2.99876
-2001          6         28     9.1237    4.46553    13.6498  0.0484123  0.0121061          0    3.20753    1.64058    3.63859    2.99876
-2001          6         29    7.94914    3.89065    11.8925  0.0421798  0.0105476          0     2.7792    1.42039    3.63859    2.99876
-2001          6         30    8.31573    4.07007     12.441   0.044125   0.011034          0    3.03156    1.54811    3.63859    2.99876
-2001          7          1    10.8534    5.31212    16.2375  0.0575905  0.0144013          0    3.92354    2.00531    3.63859    2.99876
-2001          7          2    5.16874    2.51188     7.7151   0.027641 0.00684686          0    1.77964   0.903963    3.63859    2.99876
-2001          7          3    11.0634    5.37653    16.5137  0.0591639  0.0146553          0    4.38472    2.21545    3.63859    2.99876
-2001          7          4    8.93682    4.34307    13.3395  0.0477916  0.0118383          0    4.29125    2.15402    3.63859    2.99876
-2001          7          5    7.45453    3.62271     11.127  0.0398647 0.00987477          0    3.63662    1.82538    3.63859    2.99876
-2001          7          6    7.43141    3.61148    11.0925  0.0397411 0.00984415          0    2.57714    1.30691    3.63859    2.99876
-2001          7          7    6.96532    3.38497    10.3968  0.0372486 0.00922673          0    2.13892    1.08918    3.63859    2.99876
-2001          7          8    1.25664   0.610695    1.87572 0.00672015 0.00166463          0   0.406015   0.207041    3.63859    2.99876
-2001          7          9    4.95998    2.41043     7.4035  0.0265246 0.00657032          0    1.76064   0.895027    3.63859    2.99876
-2001          7         10     6.3657    3.09357    9.50174   0.034042 0.00843243          0    2.12295     1.0797    3.63859    2.99876
-2001          7         11    7.49684    3.64328    11.1901   0.040091 0.00993081          0    2.94048    1.49189    3.63859    2.99876
-2001          7         12    5.95878    2.89582    8.89435  0.0318659 0.00789339          0    2.23514     1.1366    3.63859    2.99876
-2001          7         13    7.84585    3.81289    11.7111  0.0419574  0.0103931          0    3.04065    1.54345    3.63859    2.99876
-2001          7         14    2.78663    1.35423    4.15945  0.0149021 0.00369135          0     1.0101   0.514951    3.63859    2.99876
-2001          7         15    6.78742    3.29852    10.1312  0.0362972 0.00899107          0    2.50937    1.27668    3.63859    2.99876
-2001          7         16    7.84267    3.81134    11.7063  0.0419404  0.0103889          0    3.11253     1.5782    3.63859    2.99876
-2001          7         17    9.22579     4.4835    13.7709   0.049337  0.0122211          0    3.49715    1.77321    3.63859    2.99876
-2001          7         18    5.08538    2.47137    7.59067  0.0271952 0.00673643          0    1.70911   0.871583    3.63859    2.99876
-2001          7         19    5.80824    2.82266    8.66966  0.0310609 0.00769399          0    1.96664     1.0025    3.63859    2.99876
-2001          7         20    4.97455    2.41751    7.42525  0.0266025 0.00658962          0    1.78989   0.911606    3.63859    2.99876
-2001          7         21    3.29986    1.60365    4.92552  0.0176467 0.00437121          0    1.10227   0.561857    3.63859    2.99876
-2001          7         22    8.90975    4.32992    13.2991  0.0476469  0.0118025          0    2.90385    1.47615    3.63859    2.99876
-2001          7         23    7.15028    3.47486    10.6729  0.0382377 0.00947174          0    2.19119    1.11606    3.63859    2.99876
-2001          7         24    11.5117    5.59439    17.1829  0.0615613  0.0152491          0    4.00421    2.03183    3.63859    2.99876
-2001          7         25    10.6853     5.1928    15.9494  0.0571422  0.0141545          0    3.76955    1.91146    3.63859    2.99876
-2001          7         26    9.05862    4.40226    13.5213   0.048443  0.0119997          0    3.55295     1.7955    3.63859    2.99876
-2001          7         27    8.86687    4.30908    13.2351  0.0474176  0.0117456          0    3.12708    1.58505    3.63859    2.99876
-2001          7         28    10.9674     5.3299    16.3705  0.0586508  0.0145282          0    3.72476     1.8905    3.63859    2.99876
-2001          7         29    9.80945    4.76714     14.642  0.0524582  0.0129942          0    3.66108    1.85327    3.63859    2.99876
-2001          7         30    8.51613    4.13862    12.7116  0.0455419   0.011281          0    3.26669    1.65189    3.63859    2.99876
-2001          7         31    9.06201    4.40391    13.5264  0.0484611  0.0120041          0    3.12817      1.588    3.63859    2.99876
-2001          8          1    9.03969    4.39306    13.4931  0.0483418  0.0119746          0      3.341      1.695    3.63859    2.99876
-2001          8          2    7.02562    3.39838    10.4711  0.0377614  0.0092946          0     2.4731    1.24848    3.63859    2.99876
-2001          8          3    6.22498     3.0111    9.27777  0.0334581 0.00823538          0    2.02731    1.02635    3.63859    2.99876
-2001          8          4    6.74424    3.26227    10.0517  0.0362491 0.00892234          0    2.44311    1.23546    3.63859    2.99876
-2001          8          5     7.7315    3.73981    11.5231  0.0415554  0.0102284          0    2.71461    1.37428    3.63859    2.99876
-2001          8          6    4.35138    2.10481    6.48534  0.0233879 0.00575669          0    1.43435   0.726701    3.63859    2.99876
-2001          8          7    3.95702    1.91405    5.89758  0.0212682 0.00523496          0    1.28191   0.649938    3.63859    2.99876
-2001          8          8    7.66323    3.70679    11.4214  0.0411885  0.0101381          0    2.69824     1.3655    3.63859    2.99876
-2001          8          9    5.60341    2.71043    8.35137  0.0301173 0.00741307          0    1.88927   0.958079    3.63859    2.99876
-2001          8         10    6.31067    3.05255    9.40549  0.0339187 0.00834875          0    2.26585    1.14838    3.63859    2.99876
-2001          8         11    8.56343    4.14223     12.763  0.0460268   0.011329          0    3.16103    1.59777    3.63859    2.99876
-2001          8         12    4.02011    1.94457    5.99161  0.0216073 0.00531843          0    1.55912   0.786098    3.63859    2.99876
-2001          8         13    4.67244    2.26011    6.96384  0.0251135 0.00618143          0    1.55003   0.783946    3.63859    2.99876
-2001          8         14    8.41169    4.06883    12.5369  0.0452113  0.0111283          0    3.36914    1.69356    3.63859    2.99876
-2001          8         15    6.94528    3.35951    10.3513  0.0373296 0.00918831          0    2.91758    1.46517    3.63859    2.99876
-2001          8         16    5.77359    2.79275    8.60501   0.031032 0.00763821          0    2.05671    1.03814    3.63859    2.99876
-2001          8         17    8.12819     3.9317    12.1143  0.0436875  0.0107532          0    2.86523    1.44778    3.63859    2.99876
-2001          8         18    8.87622    4.29353    13.2292   0.047708  0.0117429          0    3.01961    1.52542    3.63859    2.99876
-2001          8         19    6.87851    3.32722    10.2518  0.0369707 0.00909998          0    2.27275    1.15015    3.63859    2.99876
-2001          8         20    5.81483     2.8127    8.66648  0.0312537 0.00769277          0    1.91404   0.969076    3.63859    2.99876
-2001          8         21    8.56032    4.14073    12.7584  0.0460101  0.0113249          0    2.83623    1.43406    3.63859    2.99876
-2001          8         22    8.48998     4.1067    12.6535  0.0456321  0.0112319          0    2.99655    1.51195    3.63859    2.99876
-2001          8         23    6.30068    3.04771     9.3906   0.033865 0.00833553          0    2.41957    1.21778    3.63859    2.99876
-2001          8         24    6.29195    3.04349    9.37759  0.0338181 0.00832399          0    2.81604    1.41103    3.63859    2.99876
-2001          8         25    5.92976    2.86829    8.83777  0.0318714 0.00784482          0    2.99217     1.4941    3.63859    2.99876
-2001          8         26    5.58725    2.70262    8.32729  0.0300304 0.00739169          0    2.26195    1.13713    3.63859    2.99876
-2001          8         27    8.06386    3.90058    12.0185  0.0433418  0.0106681          0    2.86244    1.44799    3.63859    2.99876
-2001          8         28    7.81276    3.77912    11.6442  0.0419922   0.010336          0    2.93921    1.48547    3.63859    2.99876
-2001          8         29     8.0019    3.87061    11.9261  0.0430087  0.0105862          0    2.95684    1.49441    3.63859    2.99876
-2001          8         30    2.49576    1.20723     3.7197  0.0134142 0.00330178          0   0.864161   0.438493    3.63859    2.99876
-2001          8         31    5.22365    2.52674    7.78538  0.0280762 0.00691067          0    1.80159   0.913933    3.63859    2.99876
-2001          9          1    6.77295    3.27615    10.0945  0.0364034 0.00896032          0    2.46861     1.2494    3.63859    2.99876
-2001          9          2     1.7988   0.866493    2.67738 0.00971138 0.00237691          0   0.587696   0.297216    3.63859    2.99876
-2001          9          3    2.72995    1.31504    4.06333  0.0147385 0.00360732          0    0.91355   0.461602    3.63859    2.99876
-2001          9          4    5.06046    2.43766    7.53212  0.0273205 0.00668681          0    1.82428   0.922089    3.63859    2.99876
-2001          9          5    3.82558    1.84281     5.6941  0.0206536 0.00505507          0    1.49859   0.755859    3.63859    2.99876
-2001          9          6      5.603      2.699    8.33966  0.0302496 0.00740372          0     1.8668     0.9429    3.63859    2.99876
-2001          9          7    2.61987    1.26201    3.89949  0.0141442 0.00346186          0   0.944631    0.47662    3.63859    2.99876
-2001          9          8     4.4545    2.14577    6.63021   0.024049 0.00588612          0    1.73458   0.874243    3.63859    2.99876
-2001          9          9    2.23442    1.07633    3.32577  0.0120632 0.00295253          0   0.959727   0.485054    3.63859    2.99876
-2001          9         10    5.01599    2.41624    7.46593  0.0270804 0.00662805          0    2.01474    1.01739    3.63859    2.99876
-2001          9         11    3.49501    1.68357    5.20207  0.0188689 0.00461826          0    1.33825   0.676177    3.63859    2.99876
-2001          9         12    2.65026    1.27665    3.94471  0.0143082 0.00350201          0   0.942077   0.475537    3.63859    2.99876
-2001          9         13    4.04306    1.94757    6.01779  0.0218277 0.00534243          0    1.52501   0.769872    3.63859    2.99876
-2001          9         14     4.9032    2.36191    7.29806  0.0264715 0.00647902          0    1.85658   0.938126    3.63859    2.99876
-2001          9         15    3.42567    1.65017    5.09886  0.0184945 0.00452663          0    1.33546   0.674808    3.63859    2.99876
-2001          9         16    3.43563    1.65497    5.11369  0.0185484  0.0045398          0    1.47386   0.745396    3.63859    2.99876
-2001          9         17    4.34086    2.09102    6.46106  0.0234355 0.00573595          0    1.74069   0.879831    3.63859    2.99876
-2001          9         18    3.83999    1.84975    5.71554  0.0207314  0.0050741          0    1.55457   0.785471    3.63859    2.99876
-2001          9         19   0.497482    0.23964   0.740465 0.00268581 0.000657365          0   0.205946   0.104152    3.63859    2.99876
-2001          9         20    4.29135    2.06717    6.38737  0.0231682 0.00567053          0    1.55794   0.787189    3.63859    2.99876
-2001          9         21    5.41667    2.60925    8.06232  0.0292436 0.00715751          0     2.0155    1.01784    3.63859    2.99876
-2001          9         22    4.69729    2.26272    6.99157  0.0253598 0.00620693          0    1.83657   0.927492    3.63859    2.99876
-2001          9         23    2.64623    1.27471    3.93872  0.0142865 0.00349669          0    1.00903   0.510078    3.63859    2.99876
-2001          9         24    4.45082    2.14399    6.62472  0.0240292 0.00588125          0    1.64248   0.829864    3.63859    2.99876
-2001          9         25    4.32298    2.08241    6.43443  0.0233389 0.00571232          0    1.65888   0.838488    3.63859    2.99876
-2001          9         26    3.83579    1.84773     5.7093  0.0207087 0.00506856          0    1.41936   0.717401    3.63859    2.99876
-2001          9         27     2.6957    1.29853    4.01235  0.0145536 0.00356205          0   0.878777   0.444225    3.63859    2.99876
-2001          9         28    6.00018    2.89033    8.93083  0.0323939 0.00792855          0    2.04297    1.03085    3.63859    2.99876
-2001          9         29    3.21335    1.54789    4.78283  0.0173483 0.00424607          0    1.09887   0.555476    3.63859    2.99876
-2001          9         30    5.13585    2.47397    7.64433  0.0277275 0.00678643          0    1.70755   0.862376    3.63859    2.99876
-2001         10          1    0.99525   0.479419    1.48136 0.00537317 0.00131511          0   0.326256   0.164801    3.63859    2.99876
-2001         10          2     1.6532   0.794528    2.45885 0.00894717 0.00218303          0   0.514699   0.259352    2.67956    2.32575
-2001         10          3    3.62956    1.93106    5.58557  0.0196433 0.00530576          0    1.39094   0.774506     2.6208       2.21
-2001         10          4    4.34781    2.29348    6.67112  0.0235306 0.00630152          0    1.72679   0.963801    2.56204    2.09426
-2001         10          5    4.77936    2.49505    7.30713  0.0258661 0.00685535          0    1.89793     1.0606    2.50327    1.97851
-2001         10          6    2.82475    1.45631    4.30035  0.0152877 0.00400133          0    1.03611   0.580755    2.44451    1.86276
-2001         10          7    3.39821    1.72592    5.14727  0.0183913 0.00474213          0    1.34484   0.752331    2.38575    1.74702
-2001         10          8    2.84957    1.42169    4.29058   0.015422 0.00390621          0    1.22786   0.684773    2.32699    1.63127
-2001         10          9    2.10102    1.02624    3.14145  0.0113708 0.00281968          0   0.900689   0.502727    2.26822    1.51552
-2001         10         10    3.35119    1.59618     4.9699  0.0181368 0.00438565          0    1.44216   0.801862    2.20946    1.39978
-2001         10         11    2.64846    1.22429    3.89045  0.0143336 0.00336384          0    1.09705   0.606183     2.1507    1.28403
-2001         10         12    3.89354    1.73685    5.65623   0.021072 0.00477214          0    1.56581   0.858165    2.09194    1.16828
-2001         10         13    3.32495    1.42136    4.76821  0.0179948  0.0039053          0     1.2638   0.683204    2.03318    1.05254
-2001         10         14    1.98798   0.807394    2.80835   0.010759 0.00221838          0   0.762789   0.409994    1.97441   0.936789
-2001         10         15    2.96473    1.13159    4.11548  0.0160453 0.00310914          0    1.19413   0.619824    1.91565   0.821042
-2001         10         16    3.19626    1.13052    4.34718  0.0172983  0.0031062          0    1.47572   0.743176    1.85689   0.705295
-2001         10         17    2.60764   0.838896    3.46296  0.0141127 0.00230494          0    1.11295   0.547918    1.79813   0.589549
-2001         10         18    1.83622   0.523585    2.37118 0.00993771 0.00143859          0   0.757865   0.355371    1.73936   0.473802
-2001         10         19    1.97877   0.481565    2.47236  0.0107092 0.00132314          0   0.817934   0.354182     1.6806   0.358055
-2001         10         20    1.67657   0.327986    2.01453 0.00907369 0.000901169          0   0.738708   0.270974    1.62184   0.242308
-2001         10         21     1.2477   0.176002    1.43094 0.00675262 0.000483581          0   0.585478    0.17846    1.56308   0.126561
-2001         10         22     1.8921   0.148804    2.05155  0.0102401 0.000408852          0   0.946849   0.184977    1.50432  0.0108145
-2001         10         23   0.447685  0.0032174   0.453334 0.00242289 8.84007e-06          0   0.226212 0.00519934    1.44555  -0.104932
-2001         10         24   0.712932          0   0.716791 0.00385842          0          0   0.386327          0    1.38679          0
-2001         10         25          0          0          0          0          0          0          0          0          0          0
-2001         10         26          0          0          0          0          0          0          0          0          0          0
-2001         10         27          0          0          0          0          0          0          0          0          0          0
-2001         10         28          0          0          0          0          0          0          0          0          0          0
-2001         10         29          0          0          0          0          0          0          0          0          0          0
-2001         10         30          0          0          0          0          0          0          0          0          0          0
-2001         10         31          0          0          0          0          0          0          0          0          0          0
-2001         11          1          0          0          0          0          0          0          0          0          0          0
-2001         11          2          0          0          0          0          0          0          0          0          0          0
-2001         11          3          0          0          0          0          0          0          0          0          0          0
-2001         11          4          0          0          0          0          0          0          0          0          0          0
-2001         11          5          0          0          0          0          0          0          0          0          0          0
-2001         11          6          0          0          0          0          0          0          0          0          0          0
-2001         11          7          0          0          0          0          0          0          0          0          0          0
-2001         11          8          0          0          0          0          0          0          0          0          0          0
-2001         11          9          0          0          0          0          0          0          0          0          0          0
-2001         11         10          0          0          0          0          0          0          0          0          0          0
-2001         11         11          0          0          0          0          0          0          0          0          0          0
-2001         11         12          0          0          0          0          0          0          0          0          0          0
-2001         11         13          0          0          0          0          0          0          0          0          0          0
-2001         11         14          0          0          0          0          0          0          0          0          0          0
-2001         11         15          0          0          0          0          0          0          0          0          0          0
-2001         11         16          0          0          0          0          0          0          0          0          0          0
-2001         11         17          0          0          0          0          0          0          0          0          0          0
-2001         11         18          0          0          0          0          0          0          0          0          0          0
-2001         11         19          0          0          0          0          0          0          0          0          0          0
-2001         11         20          0          0          0          0          0          0          0          0          0          0
-2001         11         21          0          0          0          0          0          0          0          0          0          0
-2001         11         22          0          0          0          0          0          0          0          0          0          0
