daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR      MONTH        DAY        GPP        NPP         ET        LAI       F_SW      F_PSI        F_T      F_VPD
-2001          2         21          0          0          0          0   0.993648          1    0.422581    0.983635
-2001          2         22          0          0          0          0   0.993785          1    0.393793    0.952657
-2001          2         23          0          0          0          0    0.99442          1    0.268001    0.965123
-2001          2         24          0          0          0          0   0.994368          1           0    0.997005
-2001          2         25          0          0          0          0   0.994295          1   0.0772616    0.988566
-2001          2         26          0          0          0          0   0.994645          1    0.133718    0.960309
-2001          2         27          0          0          0          0   0.994603          1    0.178643    0.947906
-2001          2         28          0          0          0          0   0.995054          1    0.336092    0.926353
-2001          3          1          0          0          0          0    0.99529          1    0.233754    0.968991
-2001          3          2          0          0          0          0   0.995276          1    0.127021    0.987084
-2001          3          3          0          0          0          0   0.995251          1           0    0.997005
-2001          3          4          0          0          0          0   0.995408          1    0.116545    0.987084
-2001          3          5          0          0          0          0   0.995422          1    0.178581    0.923116
-2001          3          6          0          0          0          0   0.995399          1    0.423559     0.88692
-2001          3          7          0          0          0          0   0.996354          1    0.686942    0.908918
-2001          3          8          0          0          0          0   0.997183          1    0.586998    0.984127
-2001          3          9          0          0          0          0   0.997388          1    0.594778    0.944122
-2001          3         10          0          0          0          0   0.997816          1    0.643334    0.955997
-2001          3         11          0          0          0          0   0.998348          1    0.713101    0.951229
-2001          3         12          0          0          0          0   0.998643          1    0.604112    0.862431
-2001          3         13          0          0          0          0   0.999295          1    0.378317    0.963194
-2001          3         14          0          0          0          0   0.999475          1    0.458894    0.916219
-2001          3         15          0          0          0          0    0.99956          1    0.563917    0.918053
-2001          3         16          0          0          0          0   0.999551          1    0.537645    0.948854
-2001          3         17          0          0          0          0   0.999544          1    0.448908    0.934728
-2001          3         18          0          0          0          0   0.999908          1    0.321749    0.997503
-2001          3         19          0          0          0          0   0.999924          1    0.244194    0.926816
-2001          3         20          0          0          0          0   0.999922          1    0.206306    0.882497
-2001          3         21          0          0          0          0   0.999967          1    0.348282    0.968507
-2001          3         22          0          0          0          0   0.999975          1    0.336292    0.983635
-2001          3         23          0          0          0          0   0.999997          1    0.605034    0.967539
-2001          3         24          0          0          0          0   0.999999          1    0.546333    0.979219
-2001          3         25          0          0          0          0   0.999999          1    0.204204    0.982652
-2001          3         26          0          0          0          0   0.999999          1    0.249932    0.919891
-2001          3         27          0          0          0          0   0.999999          1    0.376782    0.898077
-2001          3         28          0          0          0          0          1          1    0.540323    0.934728
-2001          3         29          0          0          0          0          1          1    0.470473    0.960309
-2001          3         30          0          0          0          0          1          1    0.506326    0.923578
-2001          3         31          0          0          0          0          1          1    0.623231     0.86459
-2001          4          1          0          0          0          0          1          1    0.784713    0.832352
-2001          4          2          0          0          0          0          1          1    0.916395    0.645003
-2001          4          3          0          0          0          0          1          1    0.756421    0.788203
-2001          4          4          0          0          0          0          1          1    0.579695    0.883822
-2001          4          5          0          0          0          0          1          1    0.518182    0.904837
-2001          4          6          0          0          0          0          1          1    0.678765    0.898077
-2001          4          7          0          0          0          0          1          1    0.596399    0.857701
-2001          4          8          0          0          0          0          1          1    0.490658    0.907102
-2001          4          9          0          0          0          0          1          1    0.572271    0.951705
-2001          4         10          0          0          0          0          1          1    0.570639    0.947906
-2001          4         11          0          0          0          0          1          1     0.56134    0.911193
-2001          4         12          0          0          0          0          1          1    0.415063    0.902127
-2001          4         13          0          0          0          0          1          1    0.317165    0.865022
-2001          4         14          0          0          0          0          1          1    0.291741    0.904385
-2001          4         15          0          0          0          0          1          1     0.50684    0.952181
-2001          4         16          0          0          0          0          1          1    0.441677    0.950754
-2001          4         17          0          0          0          0          1          1    0.414353    0.890921
-2001          4         18          0          0          0          0          1          1    0.386448    0.907556
-2001          4         19          0          0          0          0          1          1    0.281626    0.956476
-2001          4         20          0          0          0          0          1          1    0.324367    0.957911
-2001          4         21          0          0          0          0          1          1    0.456397    0.887808
-2001          4         22          0          0          0          0          1          1    0.523664    0.834018
-2001          4         23          0          0          0          0          1          1    0.615518    0.771437
-2001          4         24          0          0          0          0          1          1    0.671237    0.832352
-2001          4         25          0          0          0          0          1          1    0.700439    0.877218
-2001          4         26          0          0          0          0          1          1    0.684319    0.839037
-2001          4         27          0          0          0          0          1          1    0.611605    0.938005
-2001          4         28          0          0          0          0          1          1    0.694137    0.836106
-2001          4         29          0          0          0          0          1          1    0.758988     0.77608
-2001          4         30          0          0          0          0          1          1    0.765158    0.884706
-2001          5          1          0          0          0          0          1          1    0.697754    0.909828
-2001          5          2          0          0          0          0          1          1     0.85513     0.76529
-2001          5          3          0          0          0          0          1          1    0.821779    0.875903
-2001          5          4          0          0          0          0          1          1    0.509351    0.945067
-2001          5          5          0          0          0          0          1          1    0.555478    0.848742
-2001          5          6          0          0          0          0          1          1    0.668919     0.81955
-2001          5          7          0          0          0          0          1          1    0.744585    0.785842
-2001          5          8          0          0          0          0          1          1     0.71331    0.828615
-2001          5          9          0          0          0          0          1          1     0.94049    0.720363
-2001          5         10          0          0          0          0          1          1    0.985099    0.559339
-2001          5         11          0          0          0          0          1          1    0.985953    0.546347
-2001          5         12          0          0          0          0          1          1    0.972413    0.601999
-2001          5         13          0          0          0          0          1          1    0.980045    0.575797
-2001          5         14          0          0          0          0          1          1    0.803647    0.917136
-2001          5         15          0          0          0          0          1          1    0.827284    0.843665
-2001          5         16          0          0          0          0          1          1    0.809424    0.863726
-2001          5         17          0          0          0          0          1          1     0.72662     0.85257
-2001          5         18          0          0          0          0          1          1    0.629548    0.967539
-2001          5         19          0          0          0          0          1          1    0.723883    0.853423
-2001          5         20          0          0          0          0          1          1    0.754985    0.824482
-2001          5         21          0          0          0          0          1          1    0.794891    0.810584
-2001          5         22          0          0          0          0          1          1    0.844958    0.755406
-2001          5         23          0          0          0          0          1          1    0.933302    0.664646
-2001          5         24          0          0          0          0          1          1    0.940335    0.712126
-2001          5         25          0          0          0          0          1          1    0.921703    0.696282
-2001          5         26          0          0          0          0          1          1    0.944352    0.714623
-2001          5         27          0          0          0          0          1          1    0.888118    0.831936
-2001          5         28          0          0          0          0          1          1    0.965871    0.745277
-2001          5         29          0          0          0          0          1          1    0.897559    0.737492
-2001          5         30          0          0          0          0          1          1    0.929949    0.715338
-2001          5         31          0          0          0          0          1          1    0.766609     0.81302
-2001          6          1          0          0          0          0          1          1    0.724336    0.867621
-2001          6          2          0          0          0          0          1          1    0.652903    0.980199
-2001          6          3          0          0          0          0          1          1    0.574241    0.909373
-2001          6          4          0          0          0          0          1          1    0.715524    0.838618
-2001          6          5          0          0          0          0          1          1    0.886373     0.70822
-2001          6          6          0          0          0          0          1          1    0.855769    0.797319
-2001          6          7    7.03316  0.0168988    3.24848          0          1          1    0.734647     0.85385
-2001          6          8    18.4164  0.0442497    8.78683          0          1          1    0.732165    0.826133
-2001          6          9     15.334  0.0368435    7.46213          0          1          1     0.75248    0.782705
-2001          6         10    16.1405  0.0387814    7.51353          0          1          1    0.750421    0.826133
-2001          6         11    22.4049  0.0538329    10.4822          0          1          1    0.736269    0.839457
-2001          6         12    17.1809  0.0412811    7.70412          0          1          1    0.779032    0.826133
-2001          6         13    16.7982  0.0403616    7.07179          0          1          1     0.84295    0.811395
-2001          6         14    22.7479  0.0546571    10.1276          0          1          1    0.906798    0.699073
-2001          6         15    17.5511  0.0421706      7.665          0          1          1    0.924406    0.699073
-2001          6         16    16.8951  0.0405944    6.61245          0          1          1    0.846678    0.877218
-2001          6         17    10.7361  0.0257959     4.1495          0          1          1    0.780335     0.97531
-2001          6         18    6.95725  0.0167164    3.14105          0          1          1    0.696856    0.930066
-2001          6         19    23.0725   0.055437    10.6524          0          1          1    0.824721    0.748264
-2001          6         20     22.741  0.0546405    10.0292          0          1          1    0.934396    0.682495
-2001          6         21    21.1942   0.050924      9.578          0          1          1    0.811719    0.781141
-2001          6         22    14.5009  0.0348418     6.4152          0          1          1    0.782031     0.83527
-2001          6         23    21.0085  0.0504778    8.92696          0          1          1    0.888362    0.755784
-2001          6         24    17.3764  0.0417507    7.90126          0          1          1    0.983064    0.620022
-2001          6         25    23.4489  0.0563414     11.164          0   0.999999          1     0.98564    0.585084
-2001          6         26    20.9016  0.0502209    10.5662          0   0.999998          1    0.998367    0.535797
-2001          6         27    10.6456  0.0255785    4.05474          0   0.999996          1    0.961772    0.782313
-2001          6         28    21.0728  0.0506322    8.23076          0   0.999995          1    0.931839    0.788203
-2001          6         29    18.3599   0.044114     7.1297          0   0.999991          1    0.966181    0.761093
-2001          6         30    19.2066  0.0461484     7.7749          0   0.999989          1    0.955345    0.734915
-2001          7          1    25.0678  0.0602313    10.0655          0   0.999984          1    0.932815    0.762617
-2001          7          2    11.9381  0.0286841    4.56697          0   0.999974          1    0.945162    0.794136
-2001          7          3    25.5528  0.0613966    11.2317          0   0.999969          1    0.994109    0.636991
-2001          7          4    20.6412  0.0495952    10.9677          0   0.999951          1    0.999555    0.503335
-2001          7          5    17.2175  0.0413691     9.2945          0   0.999928          1    0.984659    0.502832
-2001          7          6    17.1641  0.0412408    6.60979          0   0.999907          1    0.999478    0.738968
-2001          7          7    16.0876  0.0386543    5.49381          0   0.999991          1    0.953364    0.894939
-2001          7          8    2.90243 0.00697375    1.04336          0   0.999994          1    0.850241    0.960309
-2001          7          9    11.4559  0.0275256    4.51947          0   0.999993          1    0.887369     0.82407
-2001          7         10    14.7027  0.0353266    5.45039          0   0.999997          1    0.926322      0.8424
-2001          7         11    17.3153  0.0416039    7.54294          0   0.999995          1    0.867278    0.755028
-2001          7         12    13.7628  0.0330684    5.73814          0   0.999996          1    0.828704    0.836524
-2001          7         13    18.1214  0.0435408    7.80119          0   0.999995          1    0.861776    0.771052
-2001          7         14     6.4362  0.0154645    2.59548          0   0.999998          1    0.767072    0.947906
-2001          7         15    15.6767   0.037667    6.44328          0   0.999997          1    0.823114    0.856843
-2001          7         16     18.114  0.0435231    7.98258          0   0.999996          1     0.87756    0.734915
-2001          7         17    21.3086  0.0511988    8.96897          0   0.999998          1    0.918797    0.734915
-2001          7         18    11.7456  0.0282214    4.39211          0          1          1    0.814885    0.964158
-2001          7         19    13.4152   0.032233    5.05317          0          1          1    0.824618     0.94365
-2001          7         20    11.4896  0.0276064     4.5976          0          1          1    0.807494    0.902578
-2001          7         21    7.62159  0.0183126    2.83217          0          1          1    0.838034    0.940823
-2001          7         22    20.5786  0.0494449    7.45399          0          1          1    0.966942    0.823658
-2001          7         23    16.5148  0.0396807    5.62852          0          1          1    0.945173    0.905743
-2001          7         24    26.5882  0.0638844    10.2721          0          1          1    0.973286    0.759192
-2001          7         25    24.6796  0.0592985    9.66782          0          1          1    0.984681    0.737123
-2001          7         26    20.9225  0.0502711    9.10158          0          1          1    0.998956    0.641145
-2001          7         27    20.4796   0.049207    8.01896          0          1          1    0.999651    0.724698
-2001          7         28    25.3312  0.0608641    9.55602          0   0.999999          1     0.98729     0.76759
-2001          7         29    22.6566  0.0544378    9.38404          0   0.999998          1    0.990693    0.685916
-2001          7         30    19.6695  0.0472605     8.3701          0   0.999997          1    0.999798    0.657375
-2001          7         31    20.9303  0.0502899    8.02598          0   0.999994          1    0.964548    0.773755
-2001          8          1    20.8787   0.050166    8.57019          0   0.999991          1     0.92242    0.753143
-2001          8          2    16.2269  0.0389889    6.34324          0   0.999993          1     0.97952    0.743416
-2001          8          3    14.3777  0.0345457      5.205          0   0.999998          1    0.945226    0.845777
-2001          8          4     15.577  0.0374274    6.27008          0   0.999998          1    0.890122    0.802519
-2001          8          5    17.8572  0.0429062    6.96959          0   0.999998          1    0.877157    0.845354
-2001          8          6    10.0503  0.0241481    3.68358          0   0.999997          1    0.904468    0.876779
-2001          8          7    9.13942  0.0219596    3.29293          0          1          1    0.891232    0.908918
-2001          8          8    17.6996  0.0425273    6.92668          0          1          1    0.887945    0.831104
-2001          8          9     12.942  0.0310963    4.85348          0          1          1       0.848    0.918972
-2001          8         10    14.5756  0.0350213    5.81972          0          1          1    0.817206    0.892704
-2001          8         11    19.7787   0.047523    8.11129          0          1          1    0.889436    0.786235
-2001          8         12    9.28514  0.0223097    3.99724          0          1          1    0.931733    0.704336
-2001          8         13    10.7918  0.0259298    3.97823          0          1          1    0.966831    0.807348
-2001          8         14    19.4283  0.0466809    8.62875          0          1          1    0.999732    0.625002
-2001          8         15    16.0413   0.038543     7.4698          0          1          1    0.983199    0.602601
-2001          8         16    13.3351  0.0320407    5.27501          0          1          1    0.972991    0.738968
-2001          8         17    18.7735  0.0451076     7.3514          0          1          1     0.94372    0.774529
-2001          8         18    20.5012  0.0492588    7.74686          0          1          1    0.986918    0.766439
-2001          8         19    15.8871  0.0381725    5.83435          0          1          1     0.94706    0.830274
-2001          8         20    13.4304  0.0322696    4.91432          0          1          1    0.932305    0.848742
-2001          8         21    19.7716  0.0475057    7.27866          0          1          1    0.978381    0.797718
-2001          8         22    19.6091  0.0471154    7.68448          0          1          1    0.995391    0.727603
-2001          8         23    14.5525  0.0349658    6.19949          0          1          1    0.999958     0.65639
-2001          8         24    14.5324  0.0349174    7.20435          0          1          1    0.987907    0.555715
-2001          8         25    13.6958  0.0329074      7.646          0          1          1    0.966111    0.493862
-2001          8         26    12.9047  0.0310066    5.79332          0          1          1    0.986127    0.627194
-2001          8         27    18.6249  0.0447506    7.34713          0   0.999999          1    0.896072    0.815055
-2001          8         28    18.0449  0.0433571    7.54177          0   0.999999          1    0.876933    0.781922
-2001          8         29    18.4818  0.0444068    7.58706          0   0.999998          1    0.892026    0.782705
-2001          8         30    5.76439  0.0138503    2.22047          0   0.999998          1    0.803394    0.947432
-2001          8         31    12.0649  0.0289888    4.62879          0          1          1    0.815766    0.935663
-2001          9          1    15.6433  0.0375867    6.33738          0          1          1    0.854762    0.834435
-2001          9          2    4.15464 0.00998248    1.51053          0   0.999999          1    0.818677    0.989555
-2001          9          3     6.3053  0.0151499    2.34732          0          1          1    0.833902    0.944122
-2001          9          4     11.688  0.0280831    4.68797          0          1          1    0.761779     0.96127
-2001          9          5    8.83585  0.0212302    3.84812          0          1          1    0.771667    0.863294
-2001          9          6    12.9411   0.031094    4.79601          0          1          1     0.85242     0.92589
-2001          9          7    6.05105   0.014539    2.42595          0          1          1    0.826099    0.877657
-2001          9          8    10.2885  0.0247204    4.45296          0          1          1    0.800751    0.833601
-2001          9          9    5.16078     0.0124    2.46619          0          1          1    0.642174    0.956476
-2001          9         10    11.5853  0.0278364    5.17565          0          1          1    0.714397    0.915303
-2001          9         11    8.07234  0.0193957    3.43853          0          1          1    0.729511    0.943178
-2001          9         12    6.12123  0.0147077    2.41976          0          1          1    0.822057     0.89673
-2001          9         13    9.33814   0.022437    3.91721          0          1          1    0.770632    0.902127
-2001          9         14    11.3248  0.0272105    4.77044          0          1          1    0.735763    0.946012
-2001          9         15    7.91218  0.0190108    3.43144          0          1          1    0.714606    0.946012
-2001          9         16     7.9352  0.0190662    3.78825          0          1          1    0.622813     0.99104
-2001          9         17     10.026  0.0240897    4.47315          0          1          1    0.685144    0.960789
-2001          9         18    8.86912  0.0213101    3.99435          0          1          1     0.69031    0.942707
-2001          9         19    1.14902 0.00276079    0.52933          0          1          1    0.646286    0.988566
-2001          9         20    9.91163   0.023815    4.00304          0          1          1    0.769095     0.94365
-2001          9         21    12.5107    0.03006    5.17774          0          1          1    0.768768    0.918512
-2001          9         22    10.8492  0.0260678    4.71809          0          1          1    0.731288    0.918972
-2001          9         23    6.11193  0.0146853    2.59308          0          1          1    0.716275    0.967055
-2001          9         24    10.2799     0.0247    4.22018          0          1          1    0.758323    0.941294
-2001          9         25    9.98467  0.0239905    4.26294          0          1          1     0.71565     0.96127
-2001          9         26    8.85943  0.0212868    3.64739          0          1          1    0.743142    0.959829
-2001          9         27    6.22618  0.0149598    2.25832          0          1          1    0.838552    0.966088
-2001          9         28    13.8585  0.0332982    5.24675          0          1          1    0.872204    0.880734
-2001          9         29    7.42179  0.0178326    2.82392          0          1          1     0.79977    0.965605
-2001          9         30    11.8621  0.0285015    4.38671          0          1          1    0.858057    0.921272
-2001         10          1     2.2987 0.00552317   0.838202          0          1          1    0.864445    0.927743
-2001         10          2    3.81834 0.00917446    1.32227          0          1          1    0.916102    0.921272
-2001         10          3    9.32213  0.0224887    3.69987          0          1          1    0.828534    0.892704
-2001         10          4    11.1398  0.0270016    4.58919          0          1          1    0.802509    0.895834
-2001         10          5     12.202  0.0297429    5.03518          0          1          1    0.823252    0.876779
-2001         10          6    7.17642  0.0176095    2.73756          0          1          1    0.851647     0.93286
-2001         10          7    8.57715  0.0212126    3.54155          0          1          1    0.841346    0.873279
-2001         10          8    7.13171  0.0178027    3.21514          0          1          1    0.810813    0.832352
-2001         10          9    5.20178  0.0131292    2.33739          0          1          1    0.781504    0.883822
-2001         10         10    8.18467  0.0209311    3.69672          0          1          1    0.788332    0.879853
-2001         10         11    6.35894  0.0165191     2.7603          0          1          1    0.832668     0.87197
-2001         10         12     9.1516  0.0242254    3.82604          0          1          1    0.865485    0.872406
-2001         10         13    7.61103  0.0206101    2.93349          0          1          1     0.94164    0.853423
-2001         10         14    4.40309  0.0122572    1.59918          0          1          1     0.87635    0.932394
-2001         10         15    6.30156  0.0181476     1.8697          0          1          1    0.920387    0.838618
-2001         10         16    6.45094  0.0193783   -1.29633          0          1          1    0.810973    0.839877
-2001         10         17          0          0          0          0          1          1    0.819586     0.92728
-2001         10         18          0          0          0          0          1          1    0.838769    0.954087
-2001         10         19          0          0          0          0          1          1    0.849252     0.95361
-2001         10         20          0          0          0          0          1          1    0.891061    0.842822
-2001         10         21          0          0          0          0          1          1    0.794909    0.916219
-2001         10         22          0          0          0          0          1          1    0.759379    0.912561
-2001         10         23          0          0          0          0          1          1    0.711068           1
-2001         10         24          0          0          0          0          1          1     0.67953    0.991536
-2001         10         25          0          0          0          0          1          1    0.762071     0.95839
-2001         10         26          0          0          0          0          1          1    0.736695    0.941765
-2001         10         27          0          0          0          0          1          1    0.748435    0.968022
-2001         10         28          0          0          0          0          1          1    0.668852    0.992528
-2001         10         29          0          0          0          0          1          1    0.699417    0.945067
-2001         10         30          0          0          0          0          1          1    0.847609     0.82572
-2001         10         31          0          0          0          0          1          1    0.751154    0.878535
-2001         11          1          0          0          0          0          1          1     0.61036    0.919431
-2001         11          2          0          0          0          0          1          1    0.634586    0.930066
-2001         11          3          0          0          0          0          1          1    0.617995    0.942236
-2001         11          4          0          0          0          0          1          1    0.617271    0.944594
-2001         11          5          0          0          0          0          1          1    0.588342    0.878974
-2001         11          6          0          0          0          0          1          1    0.600962    0.932394
-2001         11          7          0          0          0          0          1          1    0.605837    0.968991
-2001         11          8          0          0          0          0          1          1    0.471736     0.95839
-2001         11          9          0          0          0          0          1          1    0.322814    0.956954
-2001         11         10          0          0          0          0          1          1    0.243176    0.940353
-2001         11         11          0          0          0          0          1          1    0.341456    0.963676
-2001         11         12          0          0          0          0          1          1    0.562568           1
-2001         11         13          0          0          0          0          1          1    0.436702    0.969476
-2001         11         14          0          0          0          0          1          1      0.3533    0.949329
-2001         11         15          0          0          0          0          1          1    0.199536    0.977262
-2001         11         16          0          0          0          0          1          1    0.438909    0.997503
-2001         11         17          0          0          0          0          1          1    0.453816    0.980689
-2001         11         18          0          0          0          0          1          1    0.396888    0.992032
-2001         11         19          0          0          0          0          1          1    0.426543    0.980689
-2001         11         20          0          0          0          0          1          1    0.473261    0.982161
-2001         11         21          0          0          0          0          1          1    0.513136    0.910738
-2001         11         22          0          0          0          0          1          1    0.497288    0.974335
-2001         11         23          0          0          0          0          1          1    0.344873    0.976286
-2001         11         24          0          0          0          0          1          1    0.496021    0.998501
-2001         11         25          0          0          0          0          1          1    0.636786    0.994515
-2001         11         26          0          0          0          0          1          1    0.507917    0.984127
-2001         11         27          0          0          0          0          1          1    0.362674    0.984127
-2001         11         28          0          0          0          0          1          1    0.458151     0.96996
-2001         11         29          0          0          0          0          1          1    0.577104    0.992528
-2001         11         30          0          0          0          0          1          1    0.740349           1
-2001         12          1          0          0          0          0          1          1    0.745904     0.96464
-2001         12          2          0          0          0          0          1          1    0.454934    0.992528
-2001         12          3          0          0          0          0          1          1    0.600511    0.988566
-2001         12          4          0          0          0          0          1          1    0.567099    0.929136
-2001         12          5          0          0          0          0          1          1    0.578557     0.93426
-2001         12          6          0          0          0          0          1          1    0.532625    0.909373
-2001         12          7          0          0          0          0          1          1    0.337263     0.97531
-2001         12          8          0          0          0          0          1          1    0.133216    0.989555
-2001         12          9          0          0          0          0          1          1   0.0721525    0.985605
-2001         12         10          0          0          0          0          1          1    0.133812    0.960789
-2001         12         11          0          0          0          0          1          1    0.296736    0.993521
-2001         12         12          0          0          0          0          1          1    0.265899     0.99551
-2001         12         13          0          0          0          0          1          1    0.197245    0.948854
-2001         12         14          0          0          0          0          1          1           0    0.996506
-2001         12         15          0          0          0          0          1          1           0           1
-2001         12         16          0          0          0          0          1          1   0.0655831    0.979219
-2001         12         17          0          0          0          0          1          1   0.0241935           1
-2001         12         18          0          0          0          0          1          1    0.250798       0.999
-2001         12         19          0          0          0          0          1          1     0.32523     0.96996
-2001         12         20          0          0          0          0          1          1    0.214482    0.937536
-2001         12         21          0          0          0          0          1          1    0.289839    0.977262
-2001         12         22          0          0          0          0          1          1    0.149494    0.987084
-2001         12         23          0          0          0          0          1          1           0           1
-2001         12         24          0          0          0          0          1          1    0.304945    0.993024
-2001         12         25          0          0          0          0          1          1    0.413342    0.962232
-2001         12         26          0          0          0          0          1          1    0.141399    0.985605
-2001         12         27          0          0          0          0          1          1    0.280774    0.994018
-2001         12         28          0          0          0          0          1          1    0.472788    0.898526
-2001         12         29          0          0          0          0          1          1    0.207037    0.973848
-2001         12         30          0          0          0          0          1          1    0.118094     0.98167
-2001         12         31          0          0          0          0          1          1           0           1

-YEAR      MONTH        DAY        GPP        NPP         ET        LAI       F_SW      F_PSI        F_T      F_VPD

-2002          1          1          0          0          0          0          1          1           0           1
-2002          1          2          0          0          0          0          1          1           0    0.998501
-2002          1          3          0          0          0          0          1          1           0           1
-2002          1          4          0          0          0          0          1          1           0           1
-2002          1          5          0          0          0          0          1          1   0.0935508    0.966572
-2002          1          6          0          0          0          0          1          1    0.153795    0.993024
-2002          1          7          0          0          0          0          1          1    0.223203    0.988566
-2002          1          8          0          0          0          0          1          1    0.172007    0.980199
-2002          1          9          0          0          0          0          1          1    0.232852    0.961751
-2002          1         10          0          0          0          0          1          1    0.160824     0.96464
-2002          1         11          0          0          0          0          1          1    0.245002    0.976774
-2002          1         12          0          0          0          0          1          1    0.258778    0.971416
-2002          1         13          0          0          0          0          1          1    0.301048    0.941765
-2002          1         14          0          0          0          0          1          1    0.292355    0.993521
-2002          1         15          0          0          0          0          1          1    0.297931           1
-2002          1         16          0          0          0          0          1          1    0.329135    0.982652
-2002          1         17          0          0          0          0          1          1    0.347771    0.975798
-2002          1         18          0          0          0          0          1          1    0.304276    0.992528
-2002          1         19          0          0          0          0          1          1    0.515483    0.933327
-2002          1         20          0          0          0          0          1          1    0.550282     0.95839
-2002          1         21          0          0          0          0          1          1    0.640397    0.949804
-2002          1         22          0          0          0          0          1          1    0.493692    0.939413
-2002          1         23          0          0          0          0          1          1    0.474522    0.951705
-2002          1         24          0          0          0          0          1          1    0.554169     0.94365
-2002          1         25          0          0          0          0          1          1    0.443045    0.939883
