daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 1526, 963, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)



-YEAR      MONTH        DAY        GPP        NPP         ET        LAI

-2000          1          1          0          0          0          0
-2000          1          2          0          0          0          0
-2000          1          3          0          0          0          0
-2000          1          4          0          0          0          0
-2000          1          5          0          0          0          0
-2000          1          6          0          0          0          0
-2000          1          7          0          0          0          0
-2000          1          8          0          0          0          0
-2000          1          9          0          0          0          0
-2000          1         10          0          0          0          0
-2000          1         11          0          0          0          0
-2000          1         12          0          0          0          0
-2000          1         13          0          0          0          0
-2000          1         14          0          0          0          0
-2000          1         15          0          0          0          0
-2000          1         16          0          0          0          0
-2000          1         17          0          0          0          0
-2000          1         18          0          0          0          0
-2000          1         19          0          0          0          0
-2000          1         20          0          0          0          0
-2000          1         21          0          0          0          0
-2000          1         22          0          0          0          0
-2000          1         23          0          0          0          0
-2000          1         24          0          0          0          0
-2000          1         25          0          0          0          0
-2000          1         26          0          0          0          0
-2000          1         27          0          0          0          0
-2000          1         28          0          0          0          0
-2000          1         29          0          0          0          0
-2000          1         30          0          0          0          0
-2000          1         31          0          0          0          0
-2000          2          1          0          0          0          0
-2000          2          2          0          0          0          0
-2000          2          3          0          0          0          0
-2000          2          4          0          0          0          0
-2000          2          5          0          0          0          0
-2000          2          6          0          0          0          0
-2000          2          7          0          0          0          0
-2000          2          8          0          0          0          0
-2000          2          9          0          0          0          0
-2000          2         10          0          0          0          0
-2000          2         11          0          0          0          0
-2000          2         12          0          0          0          0
-2000          2         13          0          0          0          0
-2000          2         14          0          0          0          0
-2000          2         15          0          0          0          0
-2000          2         16          0          0          0          0
-2000          2         17          0          0          0          0
-2000          2         18          0          0          0          0
-2000          2         19          0          0          0          0
-2000          2         20          0          0          0          0
-2000          2         21          0          0          0          0
-2000          2         22          0          0          0          0
-2000          2         23          0          0          0          0
-2000          2         24          0          0          0          0
-2000          2         25          0          0          0          0
-2000          2         26          0          0          0          0
-2000          2         27          0          0          0          0
-2000          2         28          0          0          0          0
-2000          3          1          0          0          0          0
-2000          3          2          0          0          0          0
-2000          3          3          0          0          0          0
-2000          3          4          0          0          0          0
-2000          3          5          0          0          0          0
-2000          3          6          0          0          0          0
-2000          3          7          0          0          0          0
-2000          3          8          0          0          0          0
-2000          3          9          0          0          0          0
-2000          3         10          0          0          0          0
-2000          3         11          0          0          0          0
-2000          3         12          0          0          0          0
-2000          3         13          0          0          0          0
-2000          3         14          0          0          0          0
-2000          3         15          0          0          0          0
-2000          3         16          0          0          0          0
-2000          3         17          0          0          0          0
-2000          3         18          0          0          0          0
-2000          3         19          0          0          0          0
-2000          3         20          0          0          0          0
-2000          3         21          0          0          0          0
-2000          3         22          0          0          0          0
-2000          3         23          0          0          0          0
-2000          3         24          0          0          0          0
-2000          3         25          0          0          0          0
-2000          3         26          0          0          0          0
-2000          3         27          0          0          0          0
-2000          3         28          0          0          0          0
-2000          3         29          0          0          0          0
-2000          3         30          0          0          0          0
-2000          3         31          0          0          0          0
-2000          4          1          0          0          0          0
-2000          4          2          0          0          0          0
-2000          4          3          0          0          0          0
-2000          4          4          0          0          0          0
-2000          4          5          0          0          0          0
-2000          4          6          0          0          0          0
-2000          4          7          0          0          0          0
-2000          4          8          0          0          0          0
-2000          4          9          0          0          0          0
-2000          4         10          0          0          0          0
-2000          4         11          0          0          0          0
-2000          4         12          0          0          0          0
-2000          4         13          0          0          0          0
-2000          4         14          0          0          0          0
-2000          4         15          0          0          0          0
-2000          4         16          0          0          0          0
-2000          4         17          0          0          0          0
-2000          4         18          0          0          0          0
-2000          4         19          0          0          0          0
-2000          4         20          0          0          0          0
-2000          4         21          0          0          0          0
-2000          4         22          0          0          0          0
-2000          4         23          0          0          0          0
-2000          4         24          0          0          0          0
-2000          4         25          0          0          0          0
-2000          4         26          0          0          0          0
-2000          4         27          0          0          0          0
-2000          4         28          0          0          0          0
-2000          4         29          0          0          0          0
-2000          4         30          0          0          0          0
-2000          5          1          0          0          0          0
-2000          5          2          0          0          0          0
-2000          5          3          0          0          0          0
-2000          5          4          0          0          0          0
-2000          5          5          0          0          0          0
-2000          5          6          0          0          0          0
-2000          5          7          0          0          0          0
-2000          5          8          0          0          0          0
-2000          5          9          0          0          0          0
-2000          5         10          0          0          0          0
-2000          5         11          0          0          0          0
-2000          5         12          0          0          0          0
-2000          5         13          0          0          0          0
-2000          5         14          0          0          0          0
-2000          5         15          0          0          0          0
-2000          5         16          0          0          0          0
-2000          5         17          0          0          0          0
-2000          5         18          0          0          0          0
-2000          5         19          0          0          0          0
-2000          5         20          0          0          0          0
-2000          5         21          0          0          0          0
-2000          5         22          0          0          0          0
-2000          5         23          0          0          0          0
-2000          5         24          0          0          0          0
-2000          5         25          0          0          0          0
-2000          5         26          0          0          0          0
-2000          5         27          0          0          0          0
-2000          5         28          0          0          0          0
-2000          5         29          0          0          0          0
-2000          5         30          0          0          0          0
-2000          5         31          0          0          0          0
-2000          6          1          0          0          0          0
-2000          6          2          0          0          0          0
-2000          6          3          0          0          0          0
-2000          6          4          0          0          0          0
-2000          6          5          0          0          0          0
-2000          6          6          0          0          0          0
-2000          6          7          0          0          0          0
-2000          6          8          0          0          0          0
-2000          6          9          0          0          0          0
-2000          6         10          0          0          0          0
-2000          6         11          0          0          0          0
-2000          6         12          0          0          0          0
-2000          6         13          0          0          0          0
-2000          6         14          0          0          0          0
-2000          6         15          0          0          0          0
-2000          6         16          0          0          0          0
-2000          6         17          0          0          0          0
-2000          6         18          0          0          0          0
-2000          6         19          0          0          0          0
-2000          6         20          0          0          0          0
-2000          6         21          0          0          0          0
-2000          6         22          0          0          0          0
-2000          6         23          0          0          0          0
-2000          6         24          0          0          0          0
-2000          6         25          0          0          0          0
-2000          6         26          0          0          0          0
-2000          6         27          0          0          0          0
-2000          6         28          0          0          0          0
-2000          6         29          0          0          0          0
-2000          6         30          0          0          0          0
-2000          7          1    3.98788          0    1.09346   0.795211
-2000          7          2    5.18814          0    1.49999   0.795211
-2000          7          3    4.80449          0    1.34919   0.795211
-2000          7          4    5.17469          0    1.40102   0.795211
-2000          7          5    4.56618          0    1.23201   0.795211
-2000          7          6    3.90511          0    1.08482   0.795211
-2000          7          7    1.67054          0   0.510469   0.795211
-2000          7          8    3.07853          0   0.967857   0.795211
-2000          7          9    1.87512          0   0.546109   0.795211
-2000          7         10     4.8481          0    1.42651   0.795211
-2000          7         11    1.98868          0   0.639938   0.795211
-2000          7         12    4.73088          0    1.52179   0.795211
-2000          7         13    2.37807          0   0.673758   0.795211
-2000          7         14    5.06092          0    1.55811   0.795211
-2000          7         15     5.0969          0    1.61259   0.795211
-2000          7         16     4.0023          0    1.19137   0.795211
-2000          7         17    1.61791          0   0.510361   0.795211
-2000          7         18    6.81478          0    2.09946   0.795211
-2000          7         19    5.93829          0    1.75677   0.795211
-2000          7         20    6.86212          0    2.08145   0.795211
-2000          7         21    1.90358          0   0.567512   0.795211
-2000          7         22    2.57431          0    0.73188   0.795211
-2000          7         23    5.85558          0    1.62641   0.795211
-2000          7         24    4.50631          0    1.20727   0.795211
-2000          7         25    1.17438          0   0.326962   0.795211
-2000          7         26    1.87177          0    0.52415   0.795211
-2000          7         27    2.63967          0   0.711186   0.795211
-2000          7         28     4.4296          0    1.21175   0.795211
-2000          7         29    4.23622          0     1.1409   0.795211
-2000          7         30    5.06596          0    1.37548   0.795211
-2000          7         31    5.94684          0    1.78537   0.795211
-2000          8          1    4.52924          0    1.58962   0.795211
-2000          8          2    4.91289          0    1.44074   0.795211
-2000          8          3     5.3018          0    1.51782   0.795211
-2000          8          4    4.30652          0    1.19218   0.795211
-2000          8          5    6.08798          0    1.74131   0.795211
-2000          8          6    6.13183          0     1.6992   0.795211
-2000          8          7    5.34242          0    1.47152   0.795211
-2000          8          8    5.85345          0     1.6692   0.795211
-2000          8          9    5.03011          0    1.48413   0.795211
-2000          8         10    1.88205          0   0.525689   0.795211
-2000          8         11    3.69755          0    1.07536   0.795211
-2000          8         12    5.70826          0    1.78643   0.795211
-2000          8         13     3.3553          0    1.33386   0.795211
-2000          8         14    3.75035          0    1.19035   0.795211
-2000          8         15    3.28931          0   0.929576   0.795211
-2000          8         16    4.65502          0      1.377   0.795211
-2000          8         17    4.36778          0    1.27526   0.795211
-2000          8         18    3.82526          0    1.15224   0.795211
-2000          8         19    4.57254          0    1.24086   0.795211
-2000          8         20    4.85811          0    1.34314   0.795211
-2000          8         21    4.10241          0    1.15066   0.795211
-2000          8         22    5.26099          0    1.52053   0.795211
-2000          8         23    6.49314          0    1.83674   0.795211
-2000          8         24     6.1715          0    1.77099   0.795211
-2000          8         25    6.54106          0    1.85403   0.795211
-2000          8         26    5.65455          0    1.63285   0.795211
-2000          8         27    2.62149          0   0.706517   0.795211
-2000          8         28    4.62112          0    1.31717   0.795211
-2000          8         29    4.72039          0    1.37118   0.795211
-2000          8         30    4.80229          0    1.39571   0.795211
-2000          8         31    5.10041          0    1.50875   0.795211
-2000          9          1    2.52981          0   0.770709   0.795211
-2000          9          2    2.29555          0   0.742311   0.795211
-2000          9          3    3.44334          0    1.07984   0.795211
-2000          9          4     1.5196          0   0.499444   0.795211
-2000          9          5    2.53764          0   0.772199   0.795211
-2000          9          6    1.22675          0   0.366509   0.795211
-2000          9          7 2.04822e-08          0 1.22327e-08   0.795211
-2000          9          8 2.1314e-08          0 1.18322e-08   0.795211
-2000          9          9 3.0424e-08          0 1.66396e-08   0.795211
-2000          9         10 4.00834e-08          0 2.19446e-08   0.795211
-2000          9         11 3.9808e-08          0 2.23528e-08   0.795211
-2000          9         12    2.32541          0   0.607041   0.795211
-2000          9         13    2.53817          0   0.680374   0.795211
-2000          9         14     3.7285          0    1.03024   0.795211
-2000          9         15    3.75194          0     1.0096   0.795211
-2000          9         16   0.681747          0   0.188745   0.795211
-2000          9         17    1.46104          0   0.400998   0.795211
-2000          9         18    3.22664          0   0.912535   0.795211
-2000          9         19     4.7088          0    1.37026   0.755844
-2000          9         20    1.75214          0   0.522209   0.716477
-2000          9         21    3.62878          0    1.09592   0.677111
-2000          9         22    3.15955          0    0.89732   0.637744
-2000          9         23    3.89319          0    1.15067   0.598377
-2000          9         24    3.58271          0    1.09296    0.55901
-2000          9         25    3.02869          0   0.965418   0.519643
-2000          9         26    2.68036          0   0.850564   0.480276
-2000          9         27    2.61673          0   0.854308   0.440909
-2000          9         28   0.811329          0   0.267074   0.401542
-2000          9         29    1.04371          0    0.33869   0.362175
-2000          9         30   0.695124          0   0.240966   0.322809
-2000         10          1   0.723039          0   0.274056   0.283442
-2000         10          2   0.983783          0   0.377806   0.244075
-2000         10          3    1.17024          0   0.470216   0.204708
-2000         10          4   0.318526          0   0.136765   0.165341
-2000         10          5   0.443953          0   0.206739   0.125974
-2000         10          6   0.172131          0    0.15358  0.0866072
-2000         10          7   0.281947          0   0.201658  0.0472403
-2000         10          8          0          0          0          0
-2000         10          9          0          0          0          0
-2000         10         10          0          0          0          0
-2000         10         11          0          0          0          0
-2000         10         12          0          0          0          0
-2000         10         13          0          0          0          0
-2000         10         14          0          0          0          0
-2000         10         15          0          0          0          0
-2000         10         16          0          0          0          0
-2000         10         17          0          0          0          0
-2000         10         18          0          0          0          0
-2000         10         19          0          0          0          0
-2000         10         20          0          0          0          0
-2000         10         21          0          0          0          0
-2000         10         22          0          0          0          0
-2000         10         23          0          0          0          0
-2000         10         24          0          0          0          0
-2000         10         25          0          0          0          0
-2000         10         26          0          0          0          0
-2000         10         27          0          0          0          0
-2000         10         28          0          0          0          0
-2000         10         29          0          0          0          0
-2000         10         30          0          0          0          0
-2000         10         31          0          0          0          0
-2000         11          1          0          0          0          0
-2000         11          2          0          0          0          0
-2000         11          3          0          0          0          0
-2000         11          4          0          0          0          0
-2000         11          5          0          0          0          0
-2000         11          6          0          0          0          0
-2000         11          7          0          0          0          0
-2000         11          8          0          0          0          0
-2000         11          9          0          0          0          0
-2000         11         10          0          0          0          0
-2000         11         11          0          0          0          0
-2000         11         12          0          0          0          0
-2000         11         13          0          0          0          0
-2000         11         14          0          0          0          0
-2000         11         15          0          0          0          0
-2000         11         16          0          0          0          0
-2000         11         17          0          0          0          0
-2000         11         18          0          0          0          0
-2000         11         19          0          0          0          0
-2000         11         20          0          0          0          0
-2000         11         21          0          0          0          0
-2000         11         22          0          0          0          0
-2000         11         23          0          0          0          0
-2000         11         24          0          0          0          0
-2000         11         25          0          0          0          0
-2000         11         26          0          0          0          0
-2000         11         27          0          0          0          0
-2000         11         28          0          0          0          0
-2000         11         29          0          0          0          0
