daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR      MONTH        DAY     GPP(0)   GPP(tot)     NPP(0)   NPP(tot)      ET(0)    ET(tot)     LAI(0)
-2001          2          3          0          0          0          0          0          0          0 
-2001          2          4          0          0          0          0          0          0          0 
-2001          2          5          0          0          0          0          0          0          0 
-2001          2          6          0          0          0          0          0          0          0 
-2001          2          7          0          0          0          0          0          0          0 
-2001          2          8          0          0          0          0          0          0          0 
-2001          2          9          0          0          0          0          0          0          0 
-2001          2         10          0          0          0          0          0          0          0 
-2001          2         11          0          0          0          0          0          0          0 
-2001          2         12          0          0          0          0          0          0          0 
-2001          2         13          0          0          0          0          0          0          0 
-2001          2         14          0          0          0          0          0          0          0 
-2001          2         15          0          0          0          0          0          0          0 
-2001          2         16          0          0          0          0          0          0          0 
-2001          2         17          0          0          0          0          0          0          0 
-2001          2         18          0          0          0          0          0          0          0 
-2001          2         19          0          0          0          0          0          0          0 
-2001          2         20          0          0          0          0          0          0          0 
-2001          2         21          0          0          0          0          0          0          0 
-2001          2         22          0          0          0          0          0          0          0 
-2001          2         23          0          0          0          0          0          0          0 
-2001          2         24          0          0          0          0          0          0          0 
-2001          2         25          0          0          0          0          0          0          0 
-2001          2         26          0          0          0          0          0          0          0 
-2001          2         27          0          0          0          0          0          0          0 
-2001          2         28          0          0          0          0          0          0          0 
-2001          3          1          0          0          0          0          0          0          0 
-2001          3          2          0          0          0          0          0          0          0 
-2001          3          3          0          0          0          0          0          0          0 
-2001          3          4          0          0          0          0          0          0          0 
-2001          3          5          0          0          0          0          0          0          0 
-2001          3          6          0          0          0          0          0          0          0 
-2001          3          7          0          0          0          0          0          0          0 
-2001          3          8          0          0          0          0          0          0          0 
-2001          3          9          0          0          0          0          0          0          0 
-2001          3         10          0          0          0          0          0          0          0 
-2001          3         11          0          0          0          0          0          0          0 
-2001          3         12          0          0          0          0          0          0          0 
-2001          3         13          0          0          0          0          0          0          0 
-2001          3         14          0          0          0          0          0          0          0 
-2001          3         15          0          0          0          0          0          0          0 
-2001          3         16          0          0          0          0          0          0          0 
-2001          3         17          0          0          0          0          0          0          0 
-2001          3         18          0          0          0          0          0          0          0 
-2001          3         19          0          0          0          0          0          0          0 
-2001          3         20          0          0          0          0          0          0          0 
-2001          3         21          0          0          0          0          0          0          0 
-2001          3         22          0          0          0          0          0          0          0 
-2001          3         23          0          0          0          0          0          0          0 
-2001          3         24          0          0          0          0          0          0          0 
-2001          3         25          0          0          0          0          0          0          0 
-2001          3         26          0          0          0          0          0          0          0 
-2001          3         27          0          0          0          0          0          0          0 
-2001          3         28          0          0          0          0          0          0          0 
-2001          3         29          0          0          0          0          0          0          0 
-2001          3         30          0          0          0          0          0          0          0 
-2001          3         31          0          0          0          0          0          0          0 
-2001          4          1          0          0          0          0          0          0          0 
-2001          4          2          0          0          0          0          0          0          0 
-2001          4          3          0          0          0          0          0          0          0 
-2001          4          4          0          0          0          0          0          0          0 
-2001          4          5          0          0          0          0          0          0          0 
-2001          4          6          0          0          0          0          0          0          0 
-2001          4          7          0          0          0          0          0          0          0 
-2001          4          8          0          0          0          0          0          0          0 
-2001          4          9          0          0          0          0          0          0          0 
-2001          4         10          0          0          0          0          0          0          0 
-2001          4         11          0          0          0          0          0          0          0 
-2001          4         12          0          0          0          0          0          0          0 
-2001          4         13          0          0          0          0          0          0          0 
-2001          4         14          0          0          0          0          0          0          0 
-2001          4         15          0          0          0          0          0          0          0 
-2001          4         16          0          0          0          0          0          0          0 
-2001          4         17          0          0          0          0          0          0          0 
-2001          4         18          0          0          0          0          0          0          0 
-2001          4         19          0          0          0          0          0          0          0 
-2001          4         20          0          0          0          0          0          0          0 
-2001          4         21          0          0          0          0          0          0          0 
-2001          4         22          0          0          0          0          0          0          0 
-2001          4         23          0          0          0          0          0          0          0 
-2001          4         24          0          0          0          0          0          0          0 
-2001          4         25          0          0          0          0          0          0          0 
-2001          4         26          0          0          0          0          0          0          0 
-2001          4         27          0          0          0          0          0          0          0 
-2001          4         28          0          0          0          0          0          0          0 
-2001          4         29          0          0          0          0          0          0          0 
-2001          4         30          0          0          0          0          0          0          0 
-2001          5          1          0          0          0          0          0          0          0 
-2001          5          2          0          0          0          0          0          0          0 
-2001          5          3          0          0          0          0          0          0          0 
-2001          5          4          0          0          0          0          0          0          0 
-2001          5          5          0          0          0          0          0          0          0 
-2001          5          6          0          0          0          0          0          0          0 
-2001          5          7          0          0          0          0          0          0          0 
-2001          5          8          0          0          0          0          0          0          0 
-2001          5          9          0          0          0          0          0          0          0 
-2001          5         10          0          0          0          0          0          0          0 
-2001          5         11          0          0          0          0          0          0          0 
-2001          5         12          0          0          0          0          0          0          0 
-2001          5         13          0          0          0          0          0          0          0 
-2001          5         14          0          0          0          0          0          0          0 
-2001          5         15          0          0          0          0          0          0          0 
-2001          5         16          0          0          0          0          0          0          0 
-2001          5         17          0          0          0          0          0          0          0 
-2001          5         18          0          0          0          0          0          0          0 
-2001          5         19          0          0          0          0          0          0          0 
-2001          5         20          0          0          0          0          0          0          0 
-2001          5         21          0          0          0          0          0          0          0 
-2001          5         22          0          0          0          0          0          0          0 
-2001          5         23          0          0          0          0          0          0          0 
-2001          5         24          0          0          0          0          0          0          0 
-2001          5         25          0          0          0          0          0          0          0 
-2001          5         26          0          0          0          0          0          0          0 
-2001          5         27          0          0          0          0          0          0          0 
-2001          5         28          0          0          0          0          0          0          0 
-2001          5         29          0          0          0          0          0          0          0 
-2001          5         30          0          0          0          0          0          0          0 
-2001          5         31          0          0          0          0          0          0          0 
-2001          6          1          0          0          0          0          0          0          0 
-2001          6          2          0          0          0          0          0          0          0 
-2001          6          3          0          0          0          0          0          0          0 
-2001          6          4          0          0          0          0          0          0          0 
-2001          6          5          0          0          0          0          0          0          0 
-2001          6          6          0          0          0          0          0          0          0 
-2001          6          7    2.91747    2.93951  0.0220426          0    1.24653          0    3.21492 
-2001          6          8    7.63942    7.69714   0.057719          0    3.37111          0    3.21492 
-2001          6          9    6.36079    6.40885  0.0480584          0    2.86195          0    3.21492 
-2001          6         10    6.69534    6.74593  0.0505861          0     2.8826          0    3.21492 
-2001          6         11     9.2939    9.36411  0.0702192          0    4.02195          0    3.21492 
-2001          6         12    7.12692    7.18076  0.0538468          0    2.95572          0    3.21492 
-2001          6         13    6.96817    7.02081  0.0526473          0    2.71284          0    3.21492 
-2001          6         14    9.43619    9.50749  0.0712943          0    3.88141          0    3.21492 
-2001          6         15    7.28048    7.33549   0.055007          0    2.93761          0    3.21492 
-2001          6         16    7.00835     7.0613  0.0529509          0    2.53777          0    3.21492 
-2001          6         17    4.45349    4.48714  0.0336479          0    1.59343          0    3.21492 
-2001          6         18    2.88598    2.90778  0.0218048          0    1.20588          0    3.21492 
-2001          6         19    9.57083    9.64314  0.0723115          0    4.08436          0    3.21492 
-2001          6         20    9.43333     9.5046  0.0712727          0    3.84307          0    3.21492 
-2001          6         21    8.79169    8.85811  0.0664248          0    3.67341          0    3.21492 
-2001          6         22    6.01521    6.06066  0.0454474          0    2.46138          0    3.21492 
-2001          6         23    8.71466     8.7805  0.0658428          0    3.42301          0    3.21492 
-2001          6         24    7.20799    7.26244  0.0544593          0    3.02557          0    3.21492 
-2001          6         25    9.72697    9.80046  0.0734913          0    4.27308          0    3.21492 
-2001          6         26     8.6703    8.73581  0.0655077          0    4.04139          0    3.21492 
-2001          6         27    4.41596    4.44933  0.0333644          0    1.55511          0    3.21492 
-2001          6         28    8.74132    8.80737  0.0660443          0    3.15688          0    3.21492 
-2001          6         29    7.61599    7.67353  0.0575419          0    2.73398          0    3.21492 
-2001          6         30    7.96721    8.02741  0.0601956          0    2.98072          0    3.21492 
-2001          7          1    10.3985    10.4771  0.0785652          0     3.8598          0    3.21492 
-2001          7          2    4.95211    4.98983  0.0377108          0    1.75172          0    3.21492 
-2001          7          3    10.5997    10.6804  0.0807178          0    4.30172          0    3.21492 
-2001          7          4    8.56228    8.62748  0.0652025          0    4.19271          0    3.21492 
-2001          7          5    7.14211    7.19649  0.0543878          0    3.55304          0    3.21492 
-2001          7          6    7.11996    7.17418  0.0542191          0    2.53413          0    3.21492 
-2001          7          7     6.6734    6.72422  0.0508186          0    2.10869          0    3.21492 
-2001          7          8    1.20397    1.21314 0.00916836          0   0.400622          0    3.21492 
-2001          7          9    4.75211    4.78829  0.0361877          0    1.73389          0    3.21492 
-2001          7         10    6.09891    6.14535  0.0464437          0    2.09131          0    3.21492 
-2001          7         11    7.18264    7.23734  0.0546965          0    2.89229          0    3.21492 
-2001          7         12    5.70904    5.75252  0.0434749          0    2.20163          0    3.21492 
-2001          7         13    7.51703    7.57427  0.0572429          0    2.99172          0    3.21492 
-2001          7         14    2.66984    2.69017  0.0203311          0   0.996531          0    3.21492 
-2001          7         15    6.50296    6.55248  0.0495206          0    2.47252          0    3.21492 
-2001          7         16    7.51398     7.5712  0.0572196          0    3.06034          0    3.21492 
-2001          7         17    8.83913    8.90645  0.0673108          0     3.4385          0    3.21492 
-2001          7         18    4.87225    4.90935  0.0371026          0    1.68649          0    3.21492 
-2001          7         19    5.56482    5.60719  0.0423766          0    1.94011          0    3.21492 
-2001          7         20    4.76606    4.80236   0.036294          0    1.76478          0    3.21492 
-2001          7         21    3.16156    3.18563  0.0240755          0    1.08736          0    3.21492 
-2001          7         22    8.53634    8.60135   0.065005          0    2.85971          0    3.21492 
-2001          7         23    6.85061    6.90278   0.052168          0    2.16054          0    3.21492 
-2001          7         24    11.0292    11.1132  0.0839885          0    3.93891          0    3.21492 
-2001          7         25    10.2375    10.3155  0.0779595          0     3.7065          0    3.21492 
-2001          7         26    8.67897    8.74506  0.0660912          0    3.48607          0    3.21492 
-2001          7         27    8.49526    8.55995  0.0646922          0    3.07401          0    3.21492 
-2001          7         28    10.5078    10.5878  0.0800177          0    3.66458          0    3.21492 
-2001          7         29    9.39833     9.4699  0.0715691          0    3.59597          0    3.21492 
-2001          7         30    8.15921    8.22134  0.0621331          0    3.20647          0    3.21492 
-2001          7         31    8.68222    8.74833  0.0661159          0    3.07799          0    3.21492 
-2001          8          1    8.66084    8.72679   0.065953          0    3.28614          0    3.21492 
-2001          8          2    6.73118    6.78273  0.0515568          0    2.43203          0    3.21492 
-2001          8          3    5.96409    6.00977  0.0456813          0     1.9972          0    3.21492 
-2001          8          4    6.46159    6.51108  0.0494919          0    2.40513          0    3.21492 
-2001          8          5    7.40747     7.4642  0.0567368          0    2.67428          0    3.21492 
-2001          8          6    4.16901    4.20094  0.0319321          0     1.4137          0    3.21492 
-2001          8          7    3.79118    3.82021  0.0290381          0    1.26403          0    3.21492 
-2001          8          8    7.34206     7.3983  0.0562358          0    2.65755          0    3.21492 
-2001          8          9    5.36857    5.40969    0.04112          0    1.86318          0    3.21492 
-2001          8         10    6.04619     6.0925  0.0463102          0    2.23376          0    3.21492 
-2001          8         11    8.20453    8.26737  0.0628418          0    3.11101          0    3.21492 
-2001          8         12    3.85162    3.88112  0.0295011          0    1.53201          0    3.21492 
-2001          8         13    4.47661     4.5109  0.0342882          0    1.52605          0    3.21492 
-2001          8         14    8.05915    8.12088  0.0617283          0    3.30435          0    3.21492 
-2001          8         15     6.6542    6.70517  0.0509672          0    2.85974          0    3.21492 
-2001          8         16    5.53161    5.57398  0.0423688          0    2.02239          0    3.21492 
-2001          8         17    7.78753    7.84718  0.0596478          0     2.8193          0    3.21492 
-2001          8         18    8.50421    8.56935  0.0651371          0    2.97077          0    3.21492 
-2001          8         19    6.59023    6.64071  0.0504772          0    2.23844          0    3.21492 
-2001          8         20    5.57113     5.6138  0.0426715          0     1.8857          0    3.21492 
-2001          8         21    8.20155    8.26437   0.062819          0    2.79191          0    3.21492 
-2001          8         22    8.13416    8.19646  0.0623028          0    2.94586          0    3.21492 
-2001          8         23    6.03662    6.08286  0.0462369          0    2.37491          0    3.21492 
-2001          8         24    6.02826    6.07443  0.0461728          0    2.75636          0    3.21492 
-2001          8         25    5.68124    5.72476  0.0435149          0     2.9224          0    3.21492 
-2001          8         26    5.35308    5.39408  0.0410014          0    2.21858          0    3.21492 
-2001          8         27     7.7259    7.78508  0.0591758          0    2.81854          0    3.21492 
-2001          8         28    7.48533    7.54266  0.0573331          0    2.89248          0    3.21492 
-2001          8         29    7.66654    7.72526  0.0587211          0    2.90987          0    3.21492 
-2001          8         30    2.39116    2.40947  0.0183149          0   0.852545          0    3.21492 
-2001          8         31    5.00473    5.04306  0.0383332          0     1.7771          0    3.21492 
-2001          9          1    6.48909    6.53879  0.0497026          0    2.43151          0    3.21492 
-2001          9          2    1.72341    1.73668   0.013268          0   0.580096          0    3.21492 
-2001          9          3    2.61554    2.63567  0.0201362          0   0.901232          0    3.21492 
-2001          9          4    4.84837     4.8857   0.037326          0    1.80007          0    3.21492 
-2001          9          5    3.66525    3.69347  0.0282176          0    1.47673          0    3.21492 
-2001          9          6    5.36818     5.4095  0.0413278          0    1.84119          0    3.21492 
-2001          9          7    2.51007    2.52939  0.0193242          0   0.931048          0    3.21492 
-2001          9          8    4.26781    4.30067  0.0328565          0    1.70849          0    3.21492 
-2001          9          9    2.14077    2.15725  0.0164811          0   0.946935          0    3.21492 
-2001          9         10    4.80577    4.84276   0.036998          0    1.98682          0    3.21492 
-2001          9         11    3.34853    3.37431  0.0257793          0    1.32019          0    3.21492 
-2001          9         12    2.53918    2.55873  0.0195483          0   0.928784          0    3.21492 
-2001          9         13    3.87361    3.90343  0.0298216          0    1.50361          0    3.21492 
-2001          9         14    4.69771    4.73387  0.0361661          0    1.83159          0    3.21492 
-2001          9         15     3.2821    3.30736  0.0252678          0    1.31748          0    3.21492 
-2001          9         16    3.29165    3.31699  0.0253413          0    1.45483          0    3.21492 
-2001          9         17    4.15893    4.19095  0.0320183          0    1.71758          0    3.21492 
-2001          9         18    3.67905    3.70737  0.0283238          0    1.53358          0    3.21492 
-2001          9         19   0.476632   0.480301 0.00366943          0    0.20328          0    3.21492 
-2001          9         20     4.1115    4.14315  0.0316531          0    1.53693          0    3.21492 
-2001          9         21    5.18965    5.22961  0.0399534          0    1.98766          0    3.21492 
-2001          9         22    4.50042    4.53507  0.0346473          0    1.81121          0    3.21492 
-2001          9         23    2.53532    2.55484  0.0195186          0   0.995713          0    3.21492 
-2001          9         24    4.26428    4.29711  0.0328293          0    1.62028          0    3.21492 
-2001          9         25     4.1418    4.17369  0.0318863          0    1.63687          0    3.21492 
-2001          9         26    3.67503    3.70332  0.0282929          0     1.4005          0    3.21492 
-2001          9         27    2.58272     2.6026  0.0198835          0   0.867167          0    3.21492 
-2001          9         28    5.74871    5.79297  0.0442574          0    2.01368          0    3.21492 
-2001          9         29    3.07867    3.10238  0.0237017          0    1.08434          0    3.21492 
-2001          9         30     4.9206    4.95848  0.0378821          0    1.68402          0    3.21492 
-2001         10          1   0.953539    0.96088 0.00734098          0   0.321788          0    3.21492 
-2001         10          2    1.58391    1.59614  0.0122283          0   0.507607          0    2.46313 
-2001         10          3    3.49111    3.51806  0.0269525          0    1.37373          0    2.40911 
-2001         10          4    4.17892    4.21118  0.0322626          0    1.70509          0     2.3551 
-2001         10          5    4.59031    4.62574  0.0354387          0    1.87319          0    2.30108 
-2001         10          6    2.71097     2.7319  0.0209296          0    1.02303          0    2.24707 
-2001         10          7    3.25885    3.28401  0.0251594          0    1.32654          0    2.19305 
-2001         10          8     2.7306    2.75168  0.0210811          0    1.21012          0    2.13903 
-2001         10          9    2.01172    2.02725  0.0155312          0    0.88805          0    2.08502 
-2001         10         10    3.20621    3.23096   0.024753          0    1.42141          0      2.031 
-2001         10         11    2.53184    2.55138  0.0195466          0     1.0808          0    1.97699 
-2001         10         12    3.71904    3.74775  0.0287122          0    1.54212          0    1.92297 
-2001         10         13     3.1733     3.1978  0.0244989          0    1.24389          0    1.86895 
-2001         10         14    1.89571    1.91035  0.0146355          0   0.751345          0    1.81494 
-2001         10         15    2.82471    2.84652  0.0218077          0    1.17415          0    1.76092 
-2001         10         16    3.04267    3.06616  0.0234905          0    1.45047          0    1.70691 
-2001         10         17    2.48017    2.49932  0.0191477          0    1.09491          0    1.65289 
-2001         10         18     1.7449    1.75837  0.0134712          0   0.745541          0    1.59887 
-2001         10         19    1.87867    1.89317   0.014504          0   0.804272          0    1.54486 
-2001         10         20    1.59031    1.60259  0.0122777          0   0.724752          0    1.49084 
-2001         10         21    1.18241    1.19154 0.00912861          0   0.574818          0    1.43683 
-2001         10         22     1.7914    1.80524  0.0138302          0   0.929056          0    1.38281 
-2001         10         23   0.423459   0.426728 0.00326925          0   0.222132          0    1.32879 
-2001         10         24   0.673705   0.678906 0.00520122          0   0.379094          0    1.27478 
-2001         10         25    1.41165    1.42255  0.0108984          0   0.740752          0    1.22076 
-2001         10         26    1.46914    1.48049  0.0113423          0   0.823893          0    1.16675 
-2001         10         27   0.927249   0.934407 0.00715867          0   0.511861          0    1.11273 
-2001         10         28   0.500648   0.504513 0.00386517          0   0.310258          0    1.05871 
-2001         10         29    1.11796    1.12659 0.00863102          0   0.702627          0     1.0047 
-2001         10         30    1.48457    1.49603  0.0114614          0   0.865693          0   0.950681 
-2001         10         31   0.768619   0.774553   0.005934          0    0.49675          0   0.896665 
-2001         11          1     1.0911    1.09952 0.00842362          0   0.863922          0   0.842649 
-2001         11          2   0.955607   0.962997 0.00738983          0   0.742764          0   0.787329 
-2001         11          3   0.479409   0.483116 0.00370733          0   0.391191          0   0.733402 
-2001         11          4   0.581432   0.585928 0.00449629          0   0.489721          0   0.679476 
-2001         11          5   0.615802   0.620564 0.00476208          0   0.588387          0   0.625549 
-2001         11          6   0.184101   0.185525 0.00142368          0   0.172221          0   0.571622 
-2001         11          7   0.263633   0.265671 0.00203871          0   0.248774          0   0.517696 
-2001         11          8   0.172401   0.173734  0.0013332          0   0.219366          0   0.463769 
-2001         11          9   0.326832   0.329359 0.00252743          0   0.636783          0   0.409842 
-2001         11         10   0.217775    0.21946 0.00168409          0   0.596874          0   0.355916 
-2001         11         11  0.0964757  0.0972218 0.000746059          0   0.196268          0   0.301989 
-2001         11         12  0.0676763  0.0681997 0.00052335          0  0.0871837          0   0.248063 
-2001         11         13   0.139697   0.140777 0.00108029          0   0.250741          0   0.194136 
-2001         11         14   0.142882   0.143987 0.00110493          0   0.342724          0   0.140209 
-2001         11         15  0.0604602  0.0609278 0.000467546          0   0.275507          0  0.0862826 
-2001         11         16          0          0          0          0          0          0          0 
-2001         11         17          0          0          0          0          0          0          0 
-2001         11         18          0          0          0          0          0          0          0 
-2001         11         19          0          0          0          0          0          0          0 
-2001         11         20          0          0          0          0          0          0          0 
-2001         11         21          0          0          0          0          0          0          0 
-2001         11         22          0          0          0          0          0          0          0 
-2001         11         23          0          0          0          0          0          0          0 
-2001         11         24          0          0          0          0          0          0          0 
-2001         11         25          0          0          0          0          0          0          0 
-2001         11         26          0          0          0          0          0          0          0 
-2001         11         27          0          0          0          0          0          0          0 
-2001         11         28          0          0          0          0          0          0          0 
-2001         11         29          0          0          0          0          0          0          0 
-2001         11         30          0          0          0          0          0          0          0 
-2001         12          1          0          0          0          0          0          0          0 
-2001         12          2          0          0          0          0          0          0          0 
-2001         12          3          0          0          0          0          0          0          0 
-2001         12          4          0          0          0          0          0          0          0 
-2001         12          5          0          0          0          0          0          0          0 
-2001         12          6          0          0          0          0          0          0          0 
-2001         12          7          0          0          0          0          0          0          0 
-2001         12          8          0          0          0          0          0          0          0 
-2001         12          9          0          0          0          0          0          0          0 
-2001         12         10          0          0          0          0          0          0          0 
-2001         12         11          0          0          0          0          0          0          0 
-2001         12         12          0          0          0          0          0          0          0 
-2001         12         13          0          0          0          0          0          0          0 
-2001         12         14          0          0          0          0          0          0          0 
-2001         12         15          0          0          0          0          0          0          0 
-2001         12         16          0          0          0          0          0          0          0 
-2001         12         17          0          0          0          0          0          0          0 
-2001         12         18          0          0          0          0          0          0          0 
-2001         12         19          0          0          0          0          0          0          0 
-2001         12         20          0          0          0          0          0          0          0 
-2001         12         21          0          0          0          0          0          0          0 
-2001         12         22          0          0          0          0          0          0          0 
-2001         12         23          0          0          0          0          0          0          0 
-2001         12         24          0          0          0          0          0          0          0 
-2001         12         25          0          0          0          0          0          0          0 
-2001         12         26          0          0          0          0          0          0          0 
-2001         12         27          0          0          0          0          0          0          0 
-2001         12         28          0          0          0          0          0          0          0 
-2001         12         29          0          0          0          0          0          0          0 
-2001         12         30          0          0          0          0          0          0          0 
-2001         12         31          0          0          0          0          0          0          0 

-YEAR      MONTH        DAY     GPP(0)   GPP(tot)     NPP(0)   NPP(tot)      ET(0)    ET(tot)     LAI(0)

-2002          1          1          0          0          0          0          0          0          0 
-2002          1          2          0          0          0          0          0          0          0 
-2002          1          3          0          0          0          0          0          0          0 
-2002          1          4          0          0          0          0          0          0          0 
-2002          1          5          0          0          0          0          0          0          0 
-2002          1          6          0          0          0          0          0          0          0 
-2002          1          7          0          0          0          0          0          0          0 
-2002          1          8          0          0          0          0          0          0          0 
-2002          1          9          0          0          0          0          0          0          0 
-2002          1         10          0          0          0          0          0          0          0 
-2002          1         11          0          0          0          0          0          0          0 
-2002          1         12          0          0          0          0          0          0          0 
-2002          1         13          0          0          0          0          0          0          0 
-2002          1         14          0          0          0          0          0          0          0 
-2002          1         15          0          0          0          0          0          0          0 
-2002          1         16          0          0          0          0          0          0          0 
-2002          1         17          0          0          0          0          0          0          0 
-2002          1         18          0          0          0          0          0          0          0 
-2002          1         19          0          0          0          0          0          0          0 
-2002          1         20          0          0          0          0          0          0          0 
-2002          1         21          0          0          0          0          0          0          0 
-2002          1         22          0          0          0          0          0          0          0 
-2002          1         23          0          0          0          0          0          0          0 
-2002          1         24          0          0          0          0          0          0          0 
-2002          1         25          0          0          0          0          0          0          0 
-2002          1         26          0          0          0          0          0          0          0 
-2002          1         27          0          0          0          0          0          0          0 
-2002          1         28          0          0          0          0          0          0          0 
-2002          1         29          0          0          0          0          0          0          0 
-2002          1         30          0          0          0          0          0          0          0 
-2002          1         31          0          0          0          0          0          0          0 
-2002          2          1          0          0          0          0          0          0          0 
-2002          2          2          0          0          0          0          0          0          0 
-2002          2          3          0          0          0          0          0          0          0 
-2002          2          4          0          0          0          0          0          0          0 
-2002          2          5          0          0          0          0          0          0          0 
-2002          2          6          0          0          0          0          0          0          0 
-2002          2          7          0          0          0          0          0          0          0 
-2002          2          8          0          0          0          0          0          0          0 
-2002          2          9          0          0          0          0          0          0          0 
-2002          2         10          0          0          0          0          0          0          0 
-2002          2         11          0          0          0          0          0          0          0 
-2002          2         12          0          0          0          0          0          0          0 
-2002          2         13          0          0          0          0          0          0          0 
-2002          2         14          0          0          0          0          0          0          0 
-2002          2         15          0          0          0          0          0          0          0 
-2002          2         16          0          0          0          0          0          0          0 
-2002          2         17          0          0          0          0          0          0          0 
-2002          2         18          0          0          0          0          0          0          0 
-2002          2         19          0          0          0          0          0          0          0 
-2002          2         20          0          0          0          0          0          0          0 
-2002          2         21          0          0          0          0          0          0          0 
-2002          2         22          0          0          0          0          0          0          0 
-2002          2         23          0          0          0          0          0          0          0 
-2002          2         24          0          0          0          0          0          0          0 
-2002          2         25          0          0          0          0          0          0          0 
-2002          2         26          0          0          0          0          0          0          0 
-2002          2         27          0          0          0          0          0          0          0 
