year,mo,day,neeCutRef_gCm2d1,neeVutRef_gCm2d1,neeCutRef_qc,neeVutRef_qc,neeCutRefJointunc_gCm2d1,neeVutRefJointunc_gCm2d1,recoNtVutRef_gCm2d1,recoNtVutSe_gCm2d1,recoNtCutRef_gCm2d1,recoNtCutSe_gCm2d1,recoDtVutRef_gCm2d1,recoDtVutSe_gCm2d1,recoDtCutRef_gCm2d1,recoDtCutSe_gCm2d1,gppNtVutRef_gCm2d1,gppNtVutSe_gCm2d1,gppNtCutRef_gCm2d1,gppNtCutSe_gCm2d1,gppDtVutRef_gCm2d1,gppDtVutSe_gCm2d1,gppDtCutRef_gCm2d1,gppDtCutSe_gCm2d1
2000,1,1,0.022083790877694,-0.041841982823706,0,0,NA,NA,0.89487031197798,0.01457755353873,0.8759043189,0.023242808053998,0.9715391693397,0.20741894219124,1.8478828996992,0.20577451641786,0.90615472254684,0.050756157174762,0.83778811502958,0.052822947621132,0.93780972951588,0.080863895324862,0.82262577131748,0.084026754148194
2000,1,2,-0.29541618369666,-0.36182946945366,0,0,NA,NA,0.9828983609289,0.015010647850458,0.96333630323346,0.0241300127601,0.9976378319154,0.21297280036968,1.8975233149704,0.21126797038386,1.27151744928156,0.06545448238563,1.24376843725524,0.069268993267734,0.9381204415206,0.080420668065972,0.82312887311694,0.083559479786406
2000,1,3,0.3779473628385,0.2706215732649,0,0,NA,NA,1.3162748087736,0.014835726417798,1.301355141255,0.023687122761666,1.0593584410968,0.22601342990538,2.0149154643852,0.22409472058038,1.02466863050526,0.073088521980084,0.93037389313518,0.083203966189188,0.57475163751642,0.058235374762578,0.50088282023286,0.060568276680288
2000,1,4,0.022083790877694,-0.041841982823706,0,0,NA,NA,1.3602818934666,0.01478723874147,1.3461299258706,0.023551969957776,1.0667920074552,0.22758112892502,2.0290559737734,0.22563429294276,1.37676867628482,0.050410659780702,1.33431184386864,0.052898029149186,0.85737233246652,0.07694909701947,0.75078345698928,0.079987798594548
2000,1,5,-0.29541618369666,-0.36182946945366,0,0,NA,NA,1.4854286552508,0.014602078427274,1.4742035030736,0.022826405972916,1.08481272000894,0.23136430485168,2.0633296352292,0.22933778027706,1.78307216320896,0.06494897003868,1.79129109242538,0.068706507684906,0.69894557365464,0.066544376301936,0.61058564744346,0.069197517832248
2000,1,6,0.3779473628385,0.2706215732649,0,0,NA,NA,1.45510619461038,0.014965978135446,1.44504018067734,0.022401524818062,1.0735949399994,0.2289629887857,2.0419948846908,0.22695568373322,1.1687629225194,0.07327991945079,1.09110197893554,0.083947811420304,1.3217077288116,0.10053329913198,1.165298652297,0.10434609344484
2000,1,7,0.022083790877694,-0.041841982823706,0,0,NA,NA,1.15863730428654,0.014936316510726,1.14140290583826,0.023955798277242,1.03071579695838,0.2199641880033,1.9604379558816,0.2181464406225,1.17178916491494,0.050600794686624,1.11558719613744,0.053169785409312,0.86876360703756,0.07855838068572,0.76046508047952,0.0816698894427
2000,1,8,-0.29541618369666,-0.36182946945366,0,0,NA,NA,1.4228281421874,0.014694174312948,1.4099819778954,0.023256112546602,1.0764210096666,0.2296063779633,2.0473683517638,0.22761969768486,1.71871512850908,0.064836206140446,1.72094052865644,0.06884369053731,0.87188631457122,0.077449284542682,0.76380875846964,0.080501532746076
2000,1,9,0.3779473628385,0.2706215732649,0,0,NA,NA,1.2605176562706,0.014922501803586,1.2445254572634,0.023913900151362,1.0504381182282,0.22413495402324,1.9979495339076,0.22225165704612,0.96774914010762,0.07326973677933,0.86908443685596,0.083366478166608,0.90338959757358,0.079434978982866,0.79176025648512,0.082557712459638
2000,1,10,0.022083790877694,-0.041841982823706,0,0,NA,NA,1.19977384849452,0.014970098766402,1.18289437343766,0.024019227024156,1.03944027095064,0.22181224558662,1.9770311703168,0.21996777680046,1.2133090834605,0.050693482940022,1.15921561949154,0.053156156627808,0.38081517929676,0.041283974589624,0.33106007385126,0.04293438025032
