Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	Littfall
1	18	8.882460691	-4.68875	-2	-6.7	1.795236	-9999	0	21.128521	-9999	-9999	-9999
1	19	9.218703571	-5.432708	-1.25	-7.85	2.127321	-9999	0	20.986	-9999	-9999	-9999
1	20	9.502761974	-6.874167	-2.95	-9.25	1.385406	-9999	0	20.845583	-9999	-9999	-9999
1	21	8.260905571	-4.061875	-0.9	-7.3	1.947384	-9999	0	20.708688	-9999	-9999	-9999
1	22	9.610831786	-5.036458	-1.75	-7.85	1.828007	-9999	0	20.571313	-9999	-9999	-9999
1	23	10.108206	-2.497292	1.15	-5.48	3.257454	-9999	0	20.421188	-9999	-9999	-9999
1	24	7.929401904	-2.865625	1.73	-6.25	3.574023	-9999	0	20.316104	-9999	-9999	-9999
1	25	6.220439971	-6.360625	-2.7	-8.1	1.691248	-9999	0	20.217104	-9999	-9999	-9999
1	26	3.549394771	-6.790625	-4.33	-8.3	1.201832	-9999	0	20.117083	-9999	-9999	-9999
1	27	8.382240374	-6.48875	-2.85	-9.53	2.013704	-9999	0	19.992458	-9999	-9999	-9999
1	28	8.850396269	-5.304167	-2.4	-8.7	1.919615	-9999	0	19.841479	-9999	-9999	-9999
1	29	7.726006973	-8.537292	-5.6	-10.6	1.420075	-9999	0	19.717812	-9999	-9999	-9999
1	30	7.240161629	-7.716042	-4.58	-11.05	1.187357	-9999	0	19.564813	-9999	-9999	-9999
1	31	8.769385814	-11.406042	-9.75	-12.88	1.238315	-9999	0	19.404604	-9999	-9999	-9999
2	1	10.1262865	-11.591667	-8.13	-14.5	1.39346	-9999	0	19.192979	-9999	-9999	-9999
2	2	10.99405889	-10.271042	-6.95	-13.2	1.519248	-9999	0	18.926875	-9999	-9999	-9999
2	3	11.09971711	-7.455	-3.73	-11.1	1.390987	-9999	0	18.684354	-9999	-9999	-9999
2	4	9.004645066	-5.124375	-1.96	-7.85	1.130191	-9999	-9999	18.4645	-9999	-9999	-9999
2	5	1.3830372	-3.5125	-2.6	-4.2	0.466247	-9999	6.2	18.300667	-9999	-9999	-9999
2	6	4.868314877	-2.847083	-1.45	-4.18	0.844958	-9999	1.4	18.215104	-9999	-9999	-9999
2	7	10.72282303	-5.193125	-2.8	-8.05	1.418942	-9999	0	18.198146	-9999	-9999	-9999
2	8	12.69406408	-6.644167	-2.45	-9.3	1.748891	-9999	0	18.190562	-9999	-9999	-9999
2	9	9.462407386	-7.842083	-4.7	-10.25	1.039262	-9999	0	18.189125	-9999	-9999	-9999
2	10	4.554837878	-6.993125	-4	-9.33	0.898787	-9999	2	18.103792	-9999	-9999	-9999
2	11	6.015706704	-8.664167	-6.5	-10.3	0.548174	-9999	0.2	18.007417	-9999	-9999	-9999
2	12	12.98627459	-7.213125	-3.1	-10	1.00781	-9999	0	17.948708	-9999	-9999	-9999
2	13	13.26908701	-7.552708	-3.45	-10.55	1.384427	-9999	0	17.891625	-9999	-9999	-9999
2	14	13.3987176	-7.281042	-3.83	-9.7	1.191728	-9999	0	17.836	-9999	-9999	-9999
2	15	13.3346952	-7.68375	-4.1	-10.3	1.12559	-9999	0	17.731125	-9999	-9999	-9999
2	16	8.514224496	-6.487917	-3.5	-8.8	0.763396	-9999	0	17.636708	-9999	-9999	-9999
2	17	7.898750467	-2.712917	-0.35	-5.3	0.976548	-9999	-9999	17.5675	-9999	-9999	-9999
2	18	7.990896758	-0.693542	1.7	-2.2	0.608415	-9999	1	17.543063	-9999	-9999	-9999
2	19	2.106165974	-1.037917	-0.4	-1.7	0.353761	-9999	1	17.614792	-9999	-9999	-9999
2	20	4.179546	-6.046042	-2.05	-9.83	0.731888	-9999	0	17.760979	-9999	-9999	-9999
2	21	14.79573086	-7.571875	-4.25	-10.4	0.980026	-9999	0.2	17.870479	-9999	-9999	-9999
2	22	2.194472304	-4.793542	-3.5	-7.65	0.41506	-9999	0	17.90025	-9999	-9999	-9999
2	23	6.950579242	-1.995417	0.75	-3.8	0.613518	-9999	0.4	17.926229	-9999	-9999	-9999
2	24	8.829775958	-0.491042	2.1	-2.9	0.990593	-9999	0	17.971146	-9999	-9999	-9999
2	25	10.2037644	-0.666042	1.4	-1.85	0.785229	-9999	0	18.039208	-9999	-9999	-9999
2	26	3.700044749	-1.982083	-0.35	-5.68	0.447058	-9999	3	18.127354	-9999	-9999	-9999
2	27	14.82033655	-3.852708	-0.33	-8.45	1.650995	-9999	4.4	18.2035	-9999	-9999	-9999
2	28	4.169469773	-2.945208	-0.8	-4	0.948324	-9999	0	18.265437	-9999	-9999	-9999
3	1	16.40494477	-0.98875	3.65	-5.25	2.25681	-9999	0.2	18.316521	-9999	-9999	-9999
3	2	13.8419604	-0.604375	3	-3.08	2.903653	-9999	1.8	18.349667	-9999	-9999	-9999
3	3	12.1415989	-1.960417	1.03	-4.35	2.260147	-9999	0	18.381333	-9999	-9999	-9999
3	4	9.077578589	-2.637083	0.45	-6.43	1.812766	-9999	0	18.440083	-9999	-9999	-9999
3	5	16.94673524	-9.795	-6.6	-13.93	1.610526	-9999	0	18.486333	-9999	-9999	-9999
3	6	12.38234757	-10.655417	-6.53	-14.6	1.632575	-9999	0	18.401229	-9999	-9999	-9999
3	7	15.5625516	-9.254792	-5.6	-12.2	2.026954	-9999	0	18.190187	-9999	-9999	-9999
3	8	19.20031214	-10.215	-6.03	-13.75	2.202284	-9999	0	17.937042	-9999	-9999	-9999
3	9	12.86001541	-10.889583	-7.7	-15.55	1.423137	-9999	0	17.698396	-9999	-9999	-9999
3	10	8.966949523	-6.283542	-2.75	-8.8	1.298266	-9999	0	17.427271	-9999	-9999	-9999
3	11	4.938420614	-6.273542	-5	-7.53	0.534279	-9999	0	17.212958	-9999	-9999	-9999
3	12	15.02890381	-5.609167	-1.7	-8.7	1.634279	-9999	0	17.073271	-9999	-9999	-9999
3	13	17.80562952	-4.881667	-0.3	-9.45	2.070697	-9999	0	16.977937	-9999	-9999	-9999
3	14	19.92359143	-2.637083	2.73	-6.3	3.448662	-9999	0	16.892687	-9999	-9999	-9999
3	15	18.26769456	-4.517708	-0.23	-8.05	2.249631	-9999	0	16.841417	-9999	-9999	-9999
3	16	20.00793061	-2.858542	1.73	-6.55	2.557683	-9999	0	16.825896	-9999	-9999	-9999
3	17	14.67446328	-1.661042	2.5	-5.3	3.37997	-9999	0	16.872354	-9999	-9999	-9999
3	18	18.28665003	1.319792	6.35	-2.23	4.226299	-9999	0	17.369292	-9999	-9999	-9999
3	19	16.31441701	0.338333	4.05	-1.4	1.283624	-9999	0	21.791437	-9999	-9999	-9999
3	20	3.656094883	-0.045625	1.1	-1.05	0.672156	-9999	0	25.174354	-9999	-9999	-9999
3	21	2.280725424	1.171458	1.95	0.35	0.123936	-9999	0	26.283146	-9999	-9999	-9999
3	22	9.790004909	2.506667	5.05	1.1	0.31155	-9999	0.8	28.638104	-9999	-9999	-9999
3	23	13.08202021	3.071667	5.95	1.1	0.843217	-9999	0	30.029521	-9999	-9999	-9999
3	24	21.6001309	3.555	7.28	0.6	2.17392	-9999	0	30.499375	-9999	-9999	-9999
3	25	5.789132122	2.098333	3.25	0.8	0.794682	-9999	0	29.324063	-9999	-9999	-9999
3	26	1.953998294	1.463333	2.45	-1.53	0.180533	-9999	12	29.352375	-9999	-9999	-9999
3	27	17.55514028	-0.692292	2.45	-3.8	0.696431	-9999	0	30.89375	-9999	-9999	-9999
3	28	12.4376326	0.856875	4.55	-2.3	2.006231	-9999	0	28.888104	-9999	-9999	-9999
3	29	9.846972922	1.71375	4.45	-0.38	1.859646	-9999	0	27.827583	-9999	-9999	-9999
3	30	4.257536256	0.744375	1.95	-0.88	0.404308	-9999	10.2	27.363792	-9999	-9999	-9999
3	31	9.522035654	-1.409583	1.79	-3.65	0.951611	-9999	-9999	27.615396	-9999	-9999	-9999
4	1	5.568891869	-3.621875	0.1	-7.7	0.441654	-9999	3	27.701583	-9999	-9999	-9999
4	2	22.29682861	-4.52	-0.63	-8.65	1.07499	-9999	0	27.034396	-9999	-9999	-9999
4	3	11.92562283	-2.253333	0	-5.2	0.866938	-9999	0	27.019312	-9999	-9999	-9999
4	4	4.847775523	-1.040625	-0.05	-2.1	0.381966	-9999	0.4	26.859729	-9999	-9999	-9999
4	5	23.10217736	-1.716875	0.9	-3.53	1.949897	-9999	0	26.796	-9999	-9999	-9999
4	6	23.94046619	1.060417	6.6	-4.65	3.820297	-9999	0	26.99225	-9999	-9999	-9999
4	7	24.46033032	2.809792	8.55	-1.7	3.089791	-9999	0	26.996438	-9999	-9999	-9999
4	8	23.3796037	3.857917	8.73	-0.5	2.937898	-9999	-9999	27.140375	-9999	-9999	-9999
4	9	22.85634309	4.883125	11.2	0.04	4.730745	-9999	-9999	27.29375	-9999	-9999	-9999
4	10	24.77118853	3.322292	8.15	-1.1	4.181893	-9999	0	27.426396	-9999	-9999	-9999
4	11	13.90334328	-1.69125	1.15	-4.1	2.883041	-9999	0	27.472208	-9999	-9999	-9999
4	12	15.40185028	-2.454792	1	-5.4	2.430971	-9999	0	27.327562	-9999	-9999	-9999
4	13	16.76314958	-1.251875	2.65	-5	2.079252	-9999	0	27.157229	-9999	-9999	-9999
4	14	10.72199143	-0.675833	3.14	-3.4	1.652771	-9999	-9999	26.971354	-9999	-9999	-9999
4	15	13.5961429	0.589375	5.95	-3.17	2.472744	-9999	-9999	26.711083	-9999	-9999	-9999
4	16	17.78914172	1.884167	7.39	-1.84	2.784178	-9999	-9999	26.518708	-9999	-9999	-9999
4	17	17.91944009	3.329583	7.44	0.18	3.119343	-9999	0	26.39925	-9999	-9999	-9999
4	18	8.60996736	0.807708	2.18	-0.79	0.751669	-9999	0.2	26.207792	-9999	-9999	-9999
4	19	24.92711963	3.45375	8.41	-1.35	3.89415	-9999	0	25.8755	-9999	-9999	-9999
4	20	23.28743218	4.569792	9.74	0.05	4.921831	-9999	0	25.29325	-9999	-9999	-9999
4	21	23.55253701	4.873125	11.74	0.32	5.122973	-9999	0	24.705583	-9999	-9999	-9999
4	22	24.45729301	5.492083	10.72	0.92	4.229381	-9999	0	24.134	-9999	-9999	-9999
4	23	5.893707571	4.60375	6.85	2.93	1.214532	-9999	0	23.792083	-9999	-9999	-9999
4	24	20.79899061	6.342708	12.28	1.99	2.404846	-9999	0	23.499563	-9999	-9999	-9999
4	25	13.57796866	6.53875	12.21	3.53	1.731859	-9999	6.4	23.050771	-9999	-9999	-9999
4	26	12.71846612	5.519375	10.14	2.49	1.105322	-9999	9.2	22.877396	-9999	-9999	-9999
4	27	12.19811486	5.25375	8.82	1.64	2.381741	-9999	0	22.634313	-9999	-9999	-9999
4	28	26.9035484	6.794792	13	1.43	4.329892	-9999	0	22.140167	-9999	-9999	-9999
4	29	19.3914216	8.279792	14.01	4.61	2.743912	-9999	0	21.672396	-9999	-9999	-9999
4	30	22.46955371	9.055208	14.86	4.97	3.090974	-9999	0	21.226458	-9999	-9999	-9999
5	1	9.174615638	7.456667	10.19	6	2.0747	-9999	0	20.906562	-9999	-9999	-9999
5	2	1.813876157	5.138958	5.95	4.38	0.517386	-9999	3	20.840375	-9999	-9999	-9999
5	3	10.37999344	5.155208	7.58	3.17	0.128221	-9999	5.6	22.909833	-9999	-9999	-9999
5	4	5.373947722	4.2225	5.5	2.32	0.079528	-9999	9	31.409271	-9999	-9999	-9999
5	5	4.631146704	4.382917	5.67	2.82	0.062255	-9999	-9999	33.268583	-9999	-9999	-9999
5	6	8.661852893	2.641458	4.95	1.19	0.051605	-9999	2.8	31.904958	-9999	-9999	-9999
5	7	12.80788684	1.976667	4.35	0.04	0.308514	-9999	0	28.635854	-9999	-9999	-9999
5	8	7.068178454	2.405833	4.52	0.71	0.295084	-9999	5.4	27.192396	-9999	-9999	-9999
5	9	13.52537222	3.975833	8.46	0.9	0.942542	-9999	0.8	26.445583	-9999	-9999	-9999
5	10	5.567611162	4.321458	5.64	3.07	0.243894	-9999	1.4	26.132292	-9999	-9999	-9999
5	11	6.310229184	5.178125	6.65	4.13	0.239986	-9999	3.4	26.759208	-9999	-9999	-9999
5	12	9.738313171	5.2025	7.71	3.93	0.431259	-9999	0.6	27.100958	-9999	-9999	-9999
5	13	14.54541693	5.157083	10.12	3.24	1.268254	-9999	6.2	26.598563	-9999	-9999	-9999
5	14	9.041515747	3.646875	7.2	1.31	0.403773	-9999	5.8	29.150667	-9999	-9999	-9999
5	15	11.35155781	2.616667	4.79	1.12	1.647969	-9999	0	28.545396	-9999	-9999	-9999
5	16	25.32640738	2.721458	7.68	0.55	3.243485	-9999	0	26.933083	-9999	-9999	-9999
5	17	29.55612655	3.690208	8.85	0.01	3.796078	-9999	0	25.842812	-9999	-9999	-9999
5	18	27.75440341	3.768333	8.52	0.14	4.147268	-9999	0	24.934604	-9999	-9999	-9999
5	19	28.63235848	3.193958	9.74	-1.43	4.249289	-9999	0	24.264271	-9999	-9999	-9999
5	20	17.60017464	5.40125	10.89	0.05	3.91242	-9999	0	23.647042	-9999	-9999	-9999
5	21	23.47096522	7.464583	13.05	1.98	5.184321	-9999	0	22.892729	-9999	-9999	-9999
5	22	18.67591961	8.249375	14.38	3.4	5.231421	-9999	0	22.131583	-9999	-9999	-9999
5	23	19.53333706	8.523333	14.16	3.6	5.517458	-9999	0	21.396562	-9999	-9999	-9999
5	24	30.53468984	10.808125	18.54	4.65	6.425867	-9999	0	20.620542	-9999	-9999	-9999
5	25	30.28889428	12.426458	20.25	7.24	5.913721	-9999	0	19.844979	-9999	-9999	-9999
5	26	22.36944902	10.977083	16.1	8.4	4.326554	-9999	0	19.190667	-9999	-9999	-9999
5	27	12.16181589	7.888333	14.4	3.88	2.59518	-9999	2.8	18.720958	-9999	-9999	-9999
5	28	20.01761156	7.555625	11.71	3.36	1.87223	-9999	4.4	18.511938	-9999	-9999	-9999
5	29	18.26255843	8.358542	14.02	5.19	1.931898	-9999	6.8	18.2555	-9999	-9999	-9999
5	30	11.53472918	7.063958	10.21	4.48	0.651813	-9999	9	22.365979	-9999	-9999	-9999
5	31	32.18774656	4.964375	9.96	1.83	3.614401	-9999	0	22.465896	-9999	-9999	-9999
6	1	30.26221275	7.255625	14.24	1.17	4.960974	-9999	0	21.157937	-9999	-9999	-9999
6	2	19.94523998	7.159792	12.95	4.56	4.290971	-9999	0	20.053333	-9999	-9999	-9999
6	3	23.24808233	8.255208	13.25	3.25	4.548413	-9999	0	19.222688	-9999	-9999	-9999
6	4	23.84367477	11.570208	20.4	5.38	6.956669	-9999	-9999	18.380938	-9999	-9999	-9999
6	5	31.6275611	13.092708	22.42	6.67	6.381114	-9999	-9999	17.609833	-9999	-9999	-9999
6	6	27.64275336	14.208333	23.88	10.13	5.255429	-9999	-9999	16.958542	-9999	-9999	-9999
6	7	10.71372165	11.718125	14.01	10.1	1.780155	-9999	3	16.574854	-9999	-9999	-9999
6	8	18.91862965	12.494375	17.49	9.29	2.636794	-9999	0	16.388188	-9999	-9999	-9999
6	9	24.39284043	13.403333	21.31	9.45	4.324377	-9999	0	15.963521	-9999	-9999	-9999
6	10	18.97586248	13.69875	18.5	10.11	4.64269	-9999	0	15.485042	-9999	-9999	-9999
6	11	30.26607949	15.02125	23.52	10.36	7.112779	-9999	0	14.952333	-9999	-9999	-9999
6	12	26.0829085	15.128333	21.79	10.45	5.182512	-9999	0	14.462229	-9999	-9999	-9999
6	13	19.34051342	13.433125	18.1	9.07	2.757626	-9999	0.6	14.151854	-9999	-9999	-9999
6	14	12.79833394	11.100208	16.29	9.06	1.963958	-9999	0.2	14.022125	-9999	-9999	-9999
6	15	8.441658864	10.519375	12.04	8.78	1.036502	-9999	0.8	14.00325	-9999	-9999	-9999
6	16	8.602602624	10.034792	11.4	8.82	0.515728	-9999	6.6	15.448979	-9999	-9999	-9999
6	17	12.6725364	8.642292	11.35	6.44	0.463733	-9999	8.8	17.764875	-9999	-9999	-9999
6	18	10.46014258	7.576458	9.59	5.84	1.328037	-9999	0	19.637667	-9999	-9999	-9999
6	19	13.91368139	6.922917	12.57	3.06	2.582141	-9999	11	18.875437	-9999	-9999	-9999
6	20	5.763642134	2.706042	3.82	1.08	0.282308	-9999	6	20.037313	-9999	-9999	-9999
6	21	26.73201131	5.793125	11.74	2.48	2.760688	-9999	0	21.040917	-9999	-9999	-9999
6	22	29.2040138	7.20125	13.73	2.12	4.362228	-9999	0	20.131542	-9999	-9999	-9999
6	23	30.13936975	9.239375	16.26	2.92	5.993544	-9999	-9999	19.194396	-9999	-9999	-9999
6	24	28.79742136	10.888542	17.3	4.62	6.456638	-9999	0	18.340604	-9999	-9999	-9999
6	25	24.0234514	11.851458	18.62	6.26	6.08518	-9999	0	17.578479	-9999	-9999	-9999
6	26	19.4950006	12.954167	18.12	9.12	7.378711	-9999	0	16.908896	-9999	-9999	-9999
6	27	31.77970217	14.04625	21.13	7.97	8.250304	-9999	0	16.202042	-9999	-9999	-9999
6	28	22.97305333	14.635208	20.2	9.92	4.883297	-9999	0	15.610937	-9999	-9999	-9999
6	29	20.776608	14.642083	19.86	10.61	4.50094	-9999	0.2	15.130375	-9999	-9999	-9999
6	30	16.7180112	14.333333	20.29	10.16	6.653255	-9999	0	14.636896	-9999	-9999	-9999
7	1	27.89572712	15.541458	22.05	10.67	6.641151	-9999	0	14.126521	-9999	-9999	-9999
7	2	24.36363541	15.647083	22.46	11.26	4.696906	-9999	12.6	14.067188	-9999	-9999	-9999
7	3	23.21486222	15.2225	21.16	10.64	3.853313	-9999	0.6	19.051042	-9999	-9999	-9999
7	4	29.10329853	16.636458	23.29	11.35	9.532612	-9999	0.6	17.414417	-9999	-9999	-9999
7	5	13.58195653	15.330208	20.23	11.98	6.389177	-9999	0	16.016083	-9999	-9999	-9999
7	6	25.86599533	14.319583	19.25	10.24	7.55821	-9999	0	14.97125	-9999	-9999	-9999
7	7	23.06580892	13.377292	18.36	9.05	7.122495	-9999	0	14.015917	-9999	-9999	-9999
7	8	28.83648488	14.882917	21.77	10.83	4.971797	-9999	0	13.366979	-9999	-9999	-9999
7	9	30.65635028	17.628542	24.91	11.56	8.999216	-9999	0	12.781333	-9999	-9999	-9999
7	10	22.94813506	17.497708	26.88	12.79	6.985525	-9999	-9999	14.742771	-9999	-9999	-9999
7	11	21.46710565	16.166667	23.17	13.39	3.744308	-9999	0	20.329208	-9999	-9999	-9999
7	12	28.1317282	16.492917	22.7	11.79	6.417565	-9999	0	18.623354	-9999	-9999	-9999
7	13	22.84848829	16.607083	21.6	12.25	4.687929	-9999	0	17.239229	-9999	-9999	-9999
7	14	29.11740981	17.925625	23.81	13.39	5.144791	-9999	0	16.151521	-9999	-9999	-9999
7	15	29.86816628	18.044375	24.71	13.61	7.33121	-9999	0	15.159542	-9999	-9999	-9999
7	16	29.17905422	18.672917	25.42	13.74	8.546667	-9999	0	14.217542	-9999	-9999	-9999
7	17	25.72029953	17.63875	25	10.13	7.392828	-9999	11.6	13.422542	-9999	-9999	-9999
7	18	23.83650037	11.822708	16.1	7.64	5.096103	-9999	0.2	12.873146	-9999	-9999	-9999
7	19	25.97981653	13.838333	19.66	8.38	6.434964	-9999	0	12.452021	-9999	-9999	-9999
7	20	28.232658	15.646042	21.72	11.86	5.554618	-9999	0	12.087708	-9999	-9999	-9999
7	21	25.58294531	16.747708	23.63	12.55	5.424093	-9999	0	11.783458	-9999	-9999	-9999
7	22	26.27075074	17.278333	23.14	14.2	6.410225	-9999	0	11.482292	-9999	-9999	-9999
7	23	13.13043299	14.628333	20.2	7.17	3.909818	-9999	26.2	11.29325	-9999	-9999	-9999
7	24	12.67818281	7.138125	9.67	5.36	2.252366	-9999	0.2	13.385188	-9999	-9999	-9999
7	25	30.61139541	8.929375	14.42	4.74	5.829244	-9999	0	12.948625	-9999	-9999	-9999
7	26	24.42392369	9.676667	15.38	5.15	6.415615	-9999	0	12.370354	-9999	-9999	-9999
7	27	19.93588399	8.969583	13.68	5.89	3.620621	-9999	3.6	12.048375	-9999	-9999	-9999
7	28	21.16876317	11.061667	17.4	6.24	6.062304	-9999	-9999	11.759917	-9999	-9999	-9999
7	29	7.059521347	8.9	12.54	4.8	1.413249	-9999	17.4	11.741396	-9999	-9999	-9999
7	30	23.82889484	7.9625	15.65	3.84	4.16366	-9999	0	12.0905	-9999	-9999	-9999
7	31	29.69624704	10.678125	18.92	4.75	5.875326	-9999	0	11.785896	-9999	-9999	-9999
8	1	28.59058512	14.0675	21.87	8.72	5.441629	-9999	0	11.492271	-9999	-9999	-9999
8	2	21.74485012	14.324583	19.38	11.26	3.874169	-9999	0	11.266979	-9999	-9999	-9999
8	3	18.22706712	11.312083	15.06	8.49	3.259881	-9999	18	11.186021	-9999	-9999	-9999
8	4	27.08423188	11.621458	17.38	6.36	5.664286	-9999	0	11.074562	-9999	-9999	-9999
8	5	2.711608877	7.473958	10.47	5.01	0.58143	-9999	37.2	11.823146	-9999	-9999	-9999
8	6	22.085669	7.520833	13.49	4.67	1.50117	-9999	0	15.409167	-9999	-9999	-9999
8	7	18.86076343	10.153542	16.22	5.51	4.159415	-9999	0	14.395021	-9999	-9999	-9999
8	8	23.25103652	11.542292	18.05	7.41	3.928079	-9999	4	13.608771	-9999	-9999	-9999
8	9	24.347675	12.372083	17.81	8.35	3.388293	-9999	0.2	13.079792	-9999	-9999	-9999
8	10	25.20729685	14.032917	19.73	10.47	3.655458	-9999	21.2	12.954771	-9999	-9999	-9999
8	11	19.70577901	12.1625	17.05	8.53	1.951903	-9999	48.6	18.917833	-9999	-9999	-9999
8	12	8.367021533	11.080833	12.61	9.18	0.35883	-9999	13.4	24.227625	-9999	-9999	-9999
8	13	5.057908531	9.448125	11.13	7.59	0.258288	-9999	30.2	25.743333	-9999	-9999	-9999
8	14	13.15439965	9.622917	13.27	6.56	0.225394	-9999	7.8	24.9195	-9999	-9999	-9999
8	15	14.7412885	9.33125	12.55	6.06	0.209484	-9999	28.6	26.558583	-9999	-9999	-9999
8	16	14.40975658	7.066667	10.2	5.38	0.550511	-9999	2.8	25.798854	-9999	-9999	-9999
8	17	17.05871197	9.383542	12.71	5.75	1.563778	-9999	0.4	24.048875	-9999	-9999	-9999
8	18	11.97771339	11.07	13.96	9.38	1.598036	-9999	0	22.974104	-9999	-9999	-9999
8	19	22.29657589	13.269792	18.26	10.06	2.797472	-9999	-9999	22.1045	-9999	-9999	-9999
8	20	20.75533667	14.203542	20.01	11.57	2.851673	-9999	-9999	21.136458	-9999	-9999	-9999
8	21	21.94978591	15.415	20.73	10.77	4.523787	-9999	0	20.021979	-9999	-9999	-9999
8	22	23.70815205	15.97375	21.52	12.39	4.094542	-9999	0.2	19.012354	-9999	-9999	-9999
8	23	20.24654901	15.60375	20.32	12.4	3.640843	-9999	0	18.193542	-9999	-9999	-9999
8	24	14.70671657	14.788542	19.41	12.19	2.717688	-9999	1.6	17.599771	-9999	-9999	-9999
8	25	22.38353171	14.287708	19.23	10.71	2.964766	-9999	0.4	17.118771	-9999	-9999	-9999
8	26	24.18426867	15.74875	21.11	11.63	4.02626	-9999	0	16.241125	-9999	-9999	-9999
8	27	4.518075974	13.437917	15.84	10.46	1.273552	-9999	32	19.695583	-9999	-9999	-9999
8	28	18.94139986	9.683542	13.56	4.65	2.026356	-9999	0	23.249021	-9999	-9999	-9999
8	29	23.0462204	7.317708	12.88	2.59	3.882961	-9999	2.8	20.931479	-9999	-9999	-9999
8	30	19.0919147	5.40125	9.57	1.75	1.968406	-9999	-9999	19.955979	-9999	-9999	-9999
8	31	23.6669472	4.701875	10.61	0.97	3.101023	-9999	0.2	19.1805	-9999	-9999	-9999
9	1	24.63527701	5.895208	12.37	0.62	5.010639	-9999	0	18.236375	-9999	-9999	-9999
9	2	22.7512622	7.124583	12.92	2.09	3.770598	-9999	0	17.3775	-9999	-9999	-9999
9	3	16.71425427	9.48	15.5	6.12	2.450102	-9999	0	16.85625	-9999	-9999	-9999
9	4	14.27203221	9.648333	14.13	6.25	2.185987	-9999	1.2	16.594687	-9999	-9999	-9999
9	5	17.0573027	9.03375	13.88	5.1	2.558035	-9999	0	16.177187	-9999	-9999	-9999
9	6	8.550829238	8.8225	11.95	7.54	1.071476	-9999	0.4	16.033875	-9999	-9999	-9999
9	7	1.205872013	8.992708	9.71	8	0.353504	-9999	5.6	16.440188	-9999	-9999	-9999
9	8	8.14886784	8.58375	11.45	6.36	0.592887	-9999	14.4	17.1795	-9999	-9999	-9999
9	9	11.39684705	6.431458	9.84	3.71	0.965456	-9999	10.4	23.140104	-9999	-9999	-9999
9	10	15.29909692	7.207708	12.06	4.03	3.287362	-9999	0	21.103312	-9999	-9999	-9999
9	11	22.41174528	8.362917	14.88	3.88	4.359259	-9999	0	19.236854	-9999	-9999	-9999
9	12	20.53451192	9.288333	15.03	5.15	2.674876	-9999	0	18.109958	-9999	-9999	-9999
9	13	5.821035322	5.932292	9.35	3.45	0.63661	-9999	13.2	17.700104	-9999	-9999	-9999
9	14	16.23049523	7.180417	12.35	2.68	2.328077	-9999	0	17.317833	-9999	-9999	-9999
9	15	15.95887687	9.845833	15.39	6.15	3.147906	-9999	0	16.617896	-9999	-9999	-9999
9	16	12.71196737	10.145417	14.13	8.64	1.684853	-9999	1.2	16.287625	-9999	-9999	-9999
9	17	2.267993347	9.471042	10.25	8.31	0.415388	-9999	10	16.321521	-9999	-9999	-9999
9	18	2.280290573	6.825625	8.78	4.42	0.303736	-9999	25.4	23.253521	-9999	-9999	-9999
9	19	20.057706	5.399792	10.03	1.37	0.822815	-9999	0	26.158708	-9999	-9999	-9999
9	20	19.34884316	7.37	12.37	4.35	1.821665	-9999	0	23.660979	-9999	-9999	-9999
9	21	19.80459271	8.908333	16.5	4.15	2.961652	-9999	0.2	22.168812	-9999	-9999	-9999
